"CSF-PR / CSF GEL BOUND FRACTION / Proteins / "
"","PI","Accession","Other Protein(s)","Description","CHROMOSOME","Gene Name","Coverage(%)","Non Enzymatic Peptides","#Peptides","#Spectra","NSAF","RANK (NSAF)","MW","Confidence","Spectrum Lower Range","Spectrum Upper Range","Peptide Lower Range","Peptide Upper Range","Validated"
8309.00,"SINGLE PROTEIN","P35321",""," Cornifin-A (SPR1A_HUMAN)","1","SPRR1A",0.00,"false",0.00,0.00,0.00,1263.00,9.87,0.00,,,,,"false"
8310.00,"SINGLE PROTEIN","Q9H078",""," Caseinolytic peptidase B protein homolog (CLPB_HUMAN)","11","CLPB",0.00,"false",0.00,0.00,0.00,1263.00,78.68,0.00,,,,,"false"
8311.00,"SINGLE PROTEIN","Q6P9G4",""," Transmembrane protein 154 (TM154_HUMAN)","4","TMEM154",0.00,"false",0.00,0.00,0.00,1263.00,20.49,0.00,,,,,"false"
8312.00,"SINGLE PROTEIN","Q9H079",""," KATNB1-like protein 1 (KTBL1_HUMAN)","","KATNBL1",0.00,"false",0.00,0.00,0.00,1263.00,34.74,0.00,,,,,"false"
8313.00,"SINGLE PROTEIN","Q9H074",""," Polyadenylate-binding protein-interacting protein 1 (PAIP1_HUMAN)","5","PAIP1",0.00,"false",0.00,0.00,0.00,1263.00,53.49,0.00,,,,,"false"
8314.00,"SINGLE PROTEIN","Q8NI22",""," Multiple coagulation factor deficiency protein 2 (MCFD2_HUMAN)","2","MCFD2",0.00,"false",0.00,0.00,0.00,1263.00,16.38,0.00,,,,,"false"
8315.00,"SINGLE PROTEIN","Q8NHQ1",""," Centrosomal protein of 70 kDa (CEP70_HUMAN)","3","CEP70",0.00,"false",0.00,0.00,0.00,1263.00,69.71,0.00,,,,,"false"
8316.00,"RELATED PROTEINS","P31150","P50395"," Rab GDP dissociation inhibitor alpha (GDIA_HUMAN)","X","GDI1",0.00,"false",0.00,0.00,0.00,1263.00,50.55,0.00,,,,,"false"
8317.00,"SINGLE PROTEIN","P48634",""," Protein PRRC2A (PRC2A_HUMAN)","6","PRRC2A",0.00,"false",0.00,0.00,0.00,1263.00,228.72,0.00,,,,,"false"
8318.00,"SINGLE PROTEIN","Q8NHQ8",""," Ras association domain-containing protein 8 (RASF8_HUMAN)","12","RASSF8",0.00,"false",0.00,0.00,0.00,1263.00,48.30,0.00,,,,,"false"
8319.00,"SINGLE PROTEIN","P09067",""," Homeobox protein Hox-B5 (HXB5_HUMAN)","17","HOXB5",0.00,"false",0.00,0.00,0.00,1263.00,29.42,0.00,,,,,"false"
8320.00,"SINGLE PROTEIN","Q8NI29",""," F-box only protein 27 (FBX27_HUMAN)","19","FBXO27",0.00,"false",0.00,0.00,0.00,1263.00,31.60,0.00,,,,,"false"
8321.00,"SINGLE PROTEIN","Q8NHQ9",""," ATP-dependent RNA helicase DDX55 (DDX55_HUMAN)","12","DDX55",0.00,"false",0.00,0.00,0.00,1263.00,68.50,0.00,,,,,"false"
8322.00,"SINGLE PROTEIN","P48637",""," Glutathione synthetase (GSHB_HUMAN)","20","GSS",0.00,"false",0.00,0.00,0.00,1263.00,52.35,0.00,,,,,"false"
8323.00,"SINGLE PROTEIN","P35318",""," ADM (ADML_HUMAN)","11","ADM",0.00,"false",0.00,0.00,0.00,1263.00,20.41,0.00,,,,,"false"
8324.00,"SINGLE PROTEIN","O75208",""," Ubiquinone biosynthesis protein COQ9, mitochondrial (COQ9_HUMAN)","16","COQ9",0.00,"false",0.00,0.00,0.00,1263.00,35.49,0.00,,,,,"false"
8325.00,"SINGLE PROTEIN","P49961",""," Ectonucleoside triphosphate diphosphohydrolase 1 (ENTP1_HUMAN)","10","ENTPD1",0.00,"false",0.00,0.00,0.00,1263.00,57.93,0.00,,,,,"false"
8326.00,"SINGLE PROTEIN","O75204",""," Transmembrane protein 127 (TM127_HUMAN)","2","TMEM127",0.00,"false",0.00,0.00,0.00,1263.00,25.83,0.00,,,,,"false"
8327.00,"RELATED PROTEINS","Q9UKD1","Q9Y692"," Glucocorticoid modulatory element-binding protein 2 (GMEB2_HUMAN)","20","GMEB2",0.00,"false",0.00,0.00,0.00,1263.00,56.39,0.00,,,,,"false"
8328.00,"SINGLE PROTEIN","Q9H069",""," Leucine-rich repeat-containing protein 48 (LRC48_HUMAN)","17","LRRC48",0.00,"false",0.00,0.00,0.00,1263.00,61.02,0.00,,,,,"false"
8329.00,"SINGLE PROTEIN","Q9H063",""," Repressor of RNA polymerase III transcription MAF1 homolog (MAF1_HUMAN)","8","MAF1",0.00,"false",0.00,0.00,0.00,1263.00,28.75,0.00,,,,,"false"
8330.00,"SINGLE PROTEIN","Q8NHP6",""," Motile sperm domain-containing protein 2 (MSPD2_HUMAN)","X","MOSPD2",0.00,"false",0.00,0.00,0.00,1263.00,59.71,0.00,,,,,"false"
8331.00,"SINGLE PROTEIN","Q8NHP7",""," Exonuclease 3'-5' domain-containing protein 1 (EXD1_HUMAN)","15","EXD1",0.00,"false",0.00,0.00,0.00,1263.00,58.30,0.00,,,,,"false"
8332.00,"SINGLE PROTEIN","Q8NI17",""," Interleukin-31 receptor subunit alpha (IL31R_HUMAN)","5","IL31RA",0.00,"false",0.00,0.00,0.00,1263.00,82.90,0.00,,,,,"false"
8333.00,"SINGLE PROTEIN","P23327",""," Sarcoplasmic reticulum histidine-rich calcium-binding protein (SRCH_HUMAN)","19","HRC",0.00,"false",0.00,1.00,0.00,634.00,80.20,0.00,,,,,"false"
8334.00,"SINGLE PROTEIN","Q8NHP8",""," Putative phospholipase B-like 2 (PLBL2_HUMAN)","12","PLBD2",0.00,"false",0.00,0.00,0.00,1263.00,65.43,0.00,,,,,"false"
8335.00,"SINGLE PROTEIN","P09038",""," Fibroblast growth factor 2 (FGF2_HUMAN)","4","FGF2",0.00,"false",0.00,0.00,0.00,1263.00,30.75,0.00,,,,,"false"
8336.00,"SINGLE PROTEIN","P36639",""," 7,8-dihydro-8-oxoguanine triphosphatase (8ODP_HUMAN)","7","NUDT1",0.00,"false",0.00,0.00,0.00,1263.00,22.51,0.00,,,,,"false"
8337.00,"SINGLE PROTEIN","P62906",""," 60S ribosomal protein L10a (RL10A_HUMAN)","6","RPL10A",0.00,"false",0.00,0.00,0.00,1263.00,24.82,0.00,,,,,"false"
8338.00,"SINGLE PROTEIN","P11362",""," Fibroblast growth factor receptor 1 (FGFR1_HUMAN)","8","FGFR1",0.00,"false",0.00,0.00,0.00,1263.00,91.81,0.00,,,,,"false"
8339.00,"SINGLE PROTEIN","P24666",""," Low molecular weight phosphotyrosine protein phosphatase (PPAC_HUMAN)","2","ACP1",0.00,"false",0.00,0.00,0.00,1263.00,18.03,0.00,,,,,"false"
8340.00,"SINGLE PROTEIN","Q3BBV2",""," Putative neuroblastoma breakpoint family member 8 (NBPF8_HUMAN)","1","NBPF8",0.00,"false",0.00,0.00,0.00,1263.00,99.15,0.00,,,,,"false"
8341.00,"SINGLE PROTEIN","Q8NI08",""," Nuclear receptor coactivator 7 (NCOA7_HUMAN)","6","NCOA7",0.00,"false",0.00,0.00,0.00,1263.00,106.10,0.00,,,,,"false"
8342.00,"SINGLE PROTEIN","P22003",""," Bone morphogenetic protein 5 (BMP5_HUMAN)","6","BMP5",0.00,"false",0.00,0.00,0.00,1263.00,51.70,0.00,,,,,"false"
8343.00,"SINGLE PROTEIN","P22001",""," Potassium voltage-gated channel subfamily A member 3 (KCNA3_HUMAN)","1","KCNA3",0.00,"false",0.00,0.00,0.00,1263.00,63.80,0.00,,,,,"false"
8344.00,"SINGLE PROTEIN","P22004",""," Bone morphogenetic protein 6 (BMP6_HUMAN)","6","BMP6",0.00,"false",0.00,0.00,0.00,1263.00,57.19,0.00,,,,,"false"
8345.00,"SINGLE PROTEIN","Q8IZY2",""," ATP-binding cassette sub-family A member 7 (ABCA7_HUMAN)","19","ABCA7",0.00,"false",0.00,0.00,0.00,1263.00,234.20,0.00,,,,,"false"
8346.00,"SINGLE PROTEIN","Q8IZY5",""," BH3-like motif-containing cell death inducer (BLID_HUMAN)","11","BLID",0.00,"false",0.00,0.00,0.00,1263.00,12.04,0.00,,,,,"false"
8347.00,"SINGLE PROTEIN","Q08722",""," Leukocyte surface antigen CD47 (CD47_HUMAN)","3","CD47",0.00,"false",0.00,0.00,0.00,1263.00,35.19,0.00,,,,,"false"
8348.00,"SINGLE PROTEIN","Q6P995",""," Protein FAM171B (F171B_HUMAN)","2","FAM171B",0.00,"false",0.00,0.00,0.00,1263.00,92.12,0.00,,,,,"false"
8349.00,"SINGLE PROTEIN","Q6P996",""," Pyridoxal-dependent decarboxylase domain-containing protein 1 (PDXD1_HUMAN)","16","PDXDC1",0.00,"false",0.00,0.00,0.00,1263.00,86.65,0.00,,,,,"false"
8350.00,"SINGLE PROTEIN","Q8IZX4",""," Transcription initiation factor TFIID subunit 1-like (TAF1L_HUMAN)","9","TAF1L",0.00,"false",0.00,0.00,0.00,1263.00,207.17,0.00,,,,,"false"
8351.00,"RELATED PROTEINS","P43356","P43357,P43360,P43365"," Melanoma-associated antigen 2 (MAGA2_HUMAN)","X","MAGEA2",0.00,"false",0.00,0.00,0.00,1263.00,35.03,0.00,,,,,"false"
8352.00,"SINGLE PROTEIN","Q08708",""," CMRF35-like molecule 6 (CLM6_HUMAN)","17","CD300C",0.00,"false",0.00,0.00,0.00,1263.00,24.81,0.00,,,,,"false"
8353.00,"SINGLE PROTEIN","P01903",""," HLA class II histocompatibility antigen, DR alpha chain (DRA_HUMAN)","6","HLA-DRA",0.00,"false",0.00,0.00,0.00,1263.00,28.59,0.00,,,,,"false"
8354.00,"SINGLE PROTEIN","Q6IEG0",""," U11/U12 small nuclear ribonucleoprotein 48 kDa protein (SNR48_HUMAN)","6","SNRNP48",0.00,"false",0.00,0.00,0.00,1263.00,39.94,0.00,,,,,"false"
8355.00,"SINGLE PROTEIN","Q6IED9",""," Putative diacylglycerol O-acyltransferase 2-like protein DGAT2L7P (DG2L7_HUMAN)","","DGAT2L7P",0.00,"false",0.00,0.00,0.00,1263.00,27.55,0.00,,,,,"false"
8356.00,"SINGLE PROTEIN","Q8IZW8",""," Tensin-4 (TENS4_HUMAN)","17","TNS4",0.00,"false",0.00,0.00,0.00,1263.00,76.72,0.00,,,,,"false"
8357.00,"UNRELATED PROTEINS","P15880","Q86YW9"," 40S ribosomal protein S2 (RS2_HUMAN)","16","RPS2",0.00,"false",0.00,0.00,0.00,1263.00,31.30,0.00,,,,,"false"
8358.00,"UNRELATED PROTEINS","Q01628","C9JQL5"," Interferon-induced transmembrane protein 3 (IFM3_HUMAN)","11","IFITM3",0.00,"false",0.00,0.00,0.00,1263.00,14.62,0.00,,,,,"false"
8359.00,"SINGLE PROTEIN","Q6IEE7",""," Transmembrane protein 132E (T132E_HUMAN)","17","TMEM132E",0.00,"false",0.00,0.00,0.00,1263.00,107.03,0.00,,,,,"false"
8360.00,"SINGLE PROTEIN","Q8NHC5",""," Olfactory receptor 14A16 (O14AG_HUMAN)","1","OR14A16",0.00,"false",0.00,0.00,0.00,1263.00,34.28,0.00,,,,,"false"
8361.00,"SINGLE PROTEIN","Q8NHC8",""," Olfactory receptor 2T6 (OR2T6_HUMAN)","1","OR2T6",0.00,"false",0.00,0.00,0.00,1263.00,34.74,0.00,,,,,"false"
8362.00,"SINGLE PROTEIN","Q6IEE8",""," Schlafen family member 12-like (SN12L_HUMAN)","17","SLFN12L",0.00,"false",0.00,0.00,0.00,1263.00,70.52,0.00,,,,,"false"
8363.00,"SINGLE PROTEIN","Q8IZV5",""," Retinol dehydrogenase 10 (RDH10_HUMAN)","8","RDH10",0.00,"false",0.00,0.00,0.00,1263.00,38.06,0.00,,,,,"false"
8364.00,"RELATED PROTEINS","O75376","Q9Y618"," Nuclear receptor corepressor 1 (NCOR1_HUMAN)","17","NCOR1",0.00,"false",0.00,0.00,0.00,1263.00,270.04,0.00,,,,,"false"
8365.00,"SINGLE PROTEIN","A1L020",""," RNA-binding protein MEX3A (MEX3A_HUMAN)","1","MEX3A",0.00,"false",0.00,0.00,0.00,1263.00,54.14,0.00,,,,,"false"
8366.00,"RELATED AND UNRELATED PROTEINS","P30038","Q06203,Q2LD37,Q9H211"," Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (AL4A1_HUMAN)","1","ALDH4A1",0.00,"false",0.00,0.00,0.00,1263.00,61.68,0.00,,,,,"false"
8367.00,"SINGLE PROTEIN","Q6P988",""," Palmitoleoyl-protein carboxylesterase NOTUM (NOTUM_HUMAN)","17","NOTUM",0.00,"false",0.00,0.00,0.00,1263.00,55.66,0.00,,,,,"false"
8368.00,"UNRELATED PROTEINS","P05165","Q6ZVM7"," Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCA_HUMAN)","13","PCCA",0.00,"false",0.00,0.00,0.00,1263.00,80.01,0.00,,,,,"false"
8369.00,"SINGLE PROTEIN","Q8HWS3",""," DNA-binding protein RFX6 (RFX6_HUMAN)","6","RFX6",0.00,"false",0.00,0.00,0.00,1263.00,102.40,0.00,,,,,"false"
8370.00,"SINGLE PROTEIN","P01920",""," HLA class II histocompatibility antigen, DQ beta 1 chain (DQB1_HUMAN)","6","HLA-DQB1",0.00,"false",0.00,0.00,0.00,1263.00,29.97,0.00,,,,,"false"
8371.00,"SINGLE PROTEIN","Q6XR72",""," Zinc transporter 10 (ZNT10_HUMAN)","1","SLC30A10",0.00,"false",0.00,0.00,0.00,1263.00,52.65,0.00,,,,,"false"
8372.00,"SINGLE PROTEIN","Q9H009",""," Nascent polypeptide-associated complex subunit alpha-2 (NACA2_HUMAN)","17","NACA2",0.00,"false",0.00,0.00,0.00,1263.00,23.21,0.00,,,,,"false"
8373.00,"SINGLE PROTEIN","Q9H008",""," Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (LHPP_HUMAN)","10","LHPP",0.00,"false",0.00,0.00,0.00,1263.00,29.15,0.00,,,,,"false"
8374.00,"SINGLE PROTEIN","P13945",""," Beta-3 adrenergic receptor (ADRB3_HUMAN)","8","ADRB3",0.00,"false",0.00,0.00,0.00,1263.00,43.49,0.00,,,,,"false"
8375.00,"SINGLE PROTEIN","P13942",""," Collagen alpha-2(XI) chain (COBA2_HUMAN)","6","COL11A2",0.00,"false",0.00,1.00,0.00,1235.00,171.69,0.00,,,,,"false"
8376.00,"SINGLE PROTEIN","Q9H000",""," Probable E3 ubiquitin-protein ligase makorin-2 (MKRN2_HUMAN)","3","MKRN2",0.00,"false",0.00,0.00,0.00,1263.00,46.91,0.00,,,,,"false"
8377.00,"UNRELATED PROTEINS","O14559","Q96ER9"," Rho GTPase-activating protein 33 (RHG33_HUMAN)","19","ARHGAP33",0.00,"false",0.00,0.00,0.00,1263.00,137.13,0.00,,,,,"false"
8378.00,"SINGLE PROTEIN","P25929",""," Neuropeptide Y receptor type 1 (NPY1R_HUMAN)","4","NPY1R",0.00,"false",0.00,0.00,0.00,1263.00,44.36,0.00,,,,,"false"
8379.00,"UNRELATED PROTEINS","O00329","Q3KNS1"," Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PK3CD_HUMAN)","1","PIK3CD",0.00,"false",0.00,0.00,0.00,1263.00,119.40,0.00,,,,,"false"
8380.00,"SINGLE PROTEIN","O15553",""," Pyrin (MEFV_HUMAN)","16","MEFV",0.00,"false",0.00,0.00,0.00,1263.00,86.39,0.00,,,,,"false"
8381.00,"SINGLE PROTEIN","Q2NL68",""," Proline and serine-rich protein 3 (PRSR3_HUMAN)","19","C19ORF55",0.00,"false",0.00,0.00,0.00,1263.00,51.04,0.00,,,,,"false"
8382.00,"SINGLE PROTEIN","Q2NL67",""," Poly [ADP-ribose] polymerase 6 (PARP6_HUMAN)","15","PARP6",0.00,"false",0.00,0.00,0.00,1263.00,71.07,0.00,,,,,"false"
8383.00,"SINGLE PROTEIN","Q8NHJ6",""," Leukocyte immunoglobulin-like receptor subfamily B member 4 (LIRB4_HUMAN)","19","LILRB4",0.00,"false",0.00,0.00,0.00,1263.00,49.32,0.00,,,,,"false"
8384.00,"SINGLE PROTEIN","Q2NL82",""," Pre-rRNA-processing protein TSR1 homolog (TSR1_HUMAN)","17","TSR1",0.00,"false",0.00,0.00,0.00,1263.00,91.75,0.00,,,,,"false"
8385.00,"UNRELATED PROTEINS","O75052","Q14839"," Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein (CAPON_HUMAN)","1","NOS1AP",0.00,"false",0.00,0.00,0.00,1263.00,56.11,0.00,,,,,"false"
8386.00,"UNRELATED PROTEINS","Q9BZ67","Q9BZ68"," FERM domain-containing protein 8 (FRMD8_HUMAN)","11","FRMD8",0.00,"false",0.00,0.00,0.00,1263.00,51.19,0.00,,,,,"false"
8387.00,"UNRELATED PROTEINS","Q8IVI9","Q8N5Y2,Q8WY36"," Nostrin (NOSTN_HUMAN)","2","NOSTRIN",0.00,"false",0.00,0.00,0.00,1263.00,57.62,0.00,,,,,"false"
8388.00,"SINGLE PROTEIN","P13929",""," Beta-enolase (ENOB_HUMAN)","17","ENO3",0.00,"false",0.00,2.00,0.00,749.00,46.96,0.00,,,,,"false"
8389.00,"SINGLE PROTEIN","Q8NHH9",""," Atlastin-2 (ATLA2_HUMAN)","2","ATL2",0.00,"false",0.00,0.00,0.00,1263.00,66.19,0.00,,,,,"false"
8390.00,"RELATED PROTEINS","Q01668","Q13936"," Voltage-dependent L-type calcium channel subunit alpha-1D (CAC1D_HUMAN)","3","CACNA1D",0.00,"false",0.00,0.00,0.00,1263.00,244.98,0.00,,,,,"false"
8391.00,"SINGLE PROTEIN","Q2NKX8",""," DNA excision repair protein ERCC-6-like (ERC6L_HUMAN)","X","ERCC6L",0.00,"false",0.00,0.00,0.00,1263.00,141.02,0.00,,,,,"false"
8392.00,"RELATED PROTEINS","Q9GZM3","Q9H1A7"," DNA-directed RNA polymerase II subunit RPB11-b1 (RPB1B_HUMAN)","7","POLR2J2",0.00,"false",0.00,0.00,0.00,1263.00,13.07,0.00,,,,,"false"
8393.00,"SINGLE PROTEIN","Q8NHH1",""," Tubulin polyglutamylase TTLL11 (TTL11_HUMAN)","9","TTLL11",0.00,"false",0.00,1.00,0.00,859.00,58.00,0.00,,,,,"false"
8394.00,"SINGLE PROTEIN","Q8NHG8",""," E3 ubiquitin-protein ligase ZNRF2 (ZNRF2_HUMAN)","7","ZNRF2",0.00,"false",0.00,0.00,0.00,1263.00,24.10,0.00,,,,,"false"
8395.00,"SINGLE PROTEIN","Q8NHG7",""," Small VCP/p97-interacting protein (SVIP_HUMAN)","11","SVIP",0.00,"false",0.00,0.00,0.00,1263.00,8.44,0.00,,,,,"false"
8396.00,"SINGLE PROTEIN","Q4VXA5",""," KH homology domain-containing protein 1 (KHDC1_HUMAN)","6","KHDC1",0.00,"false",0.00,0.00,0.00,1263.00,27.14,0.00,,,,,"false"
8397.00,"RELATED PROTEINS","P14678","P63162"," Small nuclear ribonucleoprotein-associated proteins B and B' (RSMB_HUMAN)","20","SNRPB",0.00,"false",0.00,0.00,0.00,1263.00,24.59,0.00,,,,,"false"
8398.00,"UNRELATED PROTEINS","P18669","Q8N0Y7"," Phosphoglycerate mutase 1 (PGAM1_HUMAN)","10","PGAM1",0.00,"false",0.00,0.00,0.00,1263.00,28.79,0.00,,,,,"false"
8399.00,"SINGLE PROTEIN","Q6P7N7",""," Transmembrane protein 81 (TMM81_HUMAN)","1","TMEM81",0.00,"false",0.00,0.00,0.00,1263.00,28.45,0.00,,,,,"false"
8400.00,"UNRELATED PROTEINS","O43768","P56211"," Alpha-endosulfine (ENSA_HUMAN)","1","ENSA",0.00,"false",0.00,0.00,0.00,1263.00,13.38,0.00,,,,,"false"
8401.00,"UNRELATED PROTEINS","A6NIR3","A8MT82"," Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5 (AGAP5_HUMAN)","10","AGAP5",0.00,"false",0.00,0.00,0.00,1263.00,75.44,0.00,,,,,"false"
8402.00,"RELATED PROTEINS","P01912","P79483"," HLA class II histocompatibility antigen, DRB1-3 chain (2B13_HUMAN)","6","HLA-DRB1",0.00,"false",0.00,0.00,0.00,1263.00,30.10,0.00,,,,,"false"
8403.00,"SINGLE PROTEIN","Q8IZ07",""," Ankyrin repeat domain-containing protein 13A (AN13A_HUMAN)","12","ANKRD13A",0.00,"false",0.00,0.00,0.00,1263.00,67.58,0.00,,,,,"false"
8404.00,"SINGLE PROTEIN","Q6ZVM7",""," TOM1-like protein 2 (TM1L2_HUMAN)","17","TOM1L2",0.00,"false",0.00,0.00,0.00,1263.00,55.52,0.00,,,,,"false"
8405.00,"SINGLE PROTEIN","P59074",""," Putative charged multivesicular body protein 4B-like protein CHMP4BP1 (CHM4P_HUMAN)","","CGI-301",0.00,"false",0.00,0.00,0.00,1263.00,19.06,0.00,,,,,"false"
8406.00,"SINGLE PROTEIN","P84022",""," Mothers against decapentaplegic homolog 3 (SMAD3_HUMAN)","15","SMAD3",0.00,"false",0.00,1.00,0.00,535.00,48.05,0.00,,,,,"false"
8407.00,"SINGLE PROTEIN","P60059",""," Protein transport protein Sec61 subunit gamma (SC61G_HUMAN)","7","SEC61G",0.00,"false",0.00,0.00,0.00,1263.00,7.74,0.00,,,,,"false"
8408.00,"SINGLE PROTEIN","Q8NFZ0",""," F-box DNA helicase 1 (FBH1_HUMAN)","10","FBXO18",0.00,"false",0.00,0.00,0.00,1263.00,117.61,0.00,,,,,"false"
8409.00,"SINGLE PROTEIN","Q8NFZ5",""," TNFAIP3-interacting protein 2 (TNIP2_HUMAN)","4","TNIP2",0.00,"false",0.00,0.00,0.00,1263.00,48.67,0.00,,,,,"false"
8410.00,"SINGLE PROTEIN","Q8IYN0",""," Zinc finger protein 100 (ZN100_HUMAN)","19","ZNF100",0.00,"false",0.00,0.00,0.00,1263.00,62.70,0.00,,,,,"false"
8411.00,"SINGLE PROTEIN","Q8NFZ4",""," Neuroligin-2 (NLGN2_HUMAN)","17","NLGN2",0.00,"false",0.00,0.00,0.00,1263.00,90.76,0.00,,,,,"false"
8412.00,"SINGLE PROTEIN","Q8IYN2",""," Transcription elongation factor A protein-like 8 (TCAL8_HUMAN)","X","TCEAL8",0.00,"false",0.00,0.00,0.00,1263.00,13.61,0.00,,,,,"false"
8413.00,"SINGLE PROTEIN","Q6ZVN8",""," Hemojuvelin (RGMC_HUMAN)","1","HFE2",0.00,"false",0.00,0.00,0.00,1263.00,45.05,0.00,,,,,"false"
8414.00,"SINGLE PROTEIN","Q6ZVN6","","Uncharacterized protein HSD47 (YO003_HUMAN)","","HSD47",0.00,"false",0.00,0.00,0.00,1263.00,10.02,0.00,,,,,"false"
8415.00,"SINGLE PROTEIN","Q8IYM9",""," E3 ubiquitin-protein ligase TRIM22 (TRI22_HUMAN)","11","TRIM22",0.00,"false",0.00,0.00,0.00,1263.00,56.91,0.00,,,,,"false"
8416.00,"SINGLE PROTEIN","P59089",""," Putative uncharacterized protein encoded by LINC00205 (CU086_HUMAN)","21","LINC00205",0.00,"false",0.00,0.00,0.00,1263.00,18.62,0.00,,,,,"false"
8417.00,"SINGLE PROTEIN","Q6Y1H2",""," Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2 (HACD2_HUMAN)","3","PTPLB",0.00,"false",0.00,0.00,0.00,1263.00,28.35,0.00,,,,,"false"
8418.00,"SINGLE PROTEIN","P0CL85",""," STAG3-like protein 3 (ST3L3_HUMAN)","7","STAG3L3",0.00,"false",0.00,0.00,0.00,1263.00,15.60,0.00,,,,,"false"
8419.00,"SINGLE PROTEIN","Q6NSI3",""," Protein FAM53A (FA53A_HUMAN)","4","FAM53A",0.00,"false",0.00,0.00,0.00,1263.00,42.56,0.00,,,,,"false"
8420.00,"SINGLE PROTEIN","Q6NSI4",""," Uncharacterized protein CXorf57 (CX057_HUMAN)","X","CXORF57",0.00,"false",0.00,0.00,0.00,1263.00,97.49,0.00,,,,,"false"
8421.00,"SINGLE PROTEIN","Q6NSI1",""," Putative ankyrin repeat domain-containing protein 26-like protein (AR26L_HUMAN)","16","ANKRD26P1",0.00,"false",0.00,0.00,0.00,1263.00,35.42,0.00,,,,,"false"
8422.00,"SINGLE PROTEIN","Q8NFY4",""," Semaphorin-6D (SEM6D_HUMAN)","15","SEMA6D",0.00,"false",0.00,0.00,0.00,1263.00,119.80,0.00,,,,,"false"
8423.00,"SINGLE PROTEIN","Q8IYM0",""," Protein FAM186B (F186B_HUMAN)","12","FAM186B",0.00,"false",0.00,0.00,0.00,1263.00,103.66,0.00,,,,,"false"
8424.00,"SINGLE PROTEIN","Q8IYM1",""," Septin-12 (SEP12_HUMAN)","16","SEPT12",0.00,"false",0.00,0.00,0.00,1263.00,40.72,0.00,,,,,"false"
8425.00,"SINGLE PROTEIN","Q8IYM2",""," Schlafen family member 12 (SLN12_HUMAN)","17","SLFN12",0.00,"false",0.00,0.00,0.00,1263.00,66.93,0.00,,,,,"false"
8426.00,"SINGLE PROTEIN","Q8NFY9",""," Kelch repeat and BTB domain-containing protein 8 (KBTB8_HUMAN)","3","KBTBD8",0.00,"false",0.00,0.00,0.00,1263.00,68.78,0.00,,,,,"false"
8427.00,"SINGLE PROTEIN","Q6NSI8",""," Uncharacterized protein KIAA1841 (K1841_HUMAN)","2","KIAA1841",0.00,"false",0.00,0.00,0.00,1263.00,81.95,0.00,,,,,"false"
8428.00,"SINGLE PROTEIN","P59095",""," StAR-related lipid transfer protein 6 (STAR6_HUMAN)","18","STARD6",0.00,"false",0.00,0.00,0.00,1263.00,25.01,0.00,,,,,"false"
8429.00,"SINGLE PROTEIN","Q8IYL9",""," Psychosine receptor (PSYR_HUMAN)","14","GPR65",0.00,"false",0.00,0.00,0.00,1263.00,39.31,0.00,,,,,"false"
8430.00,"SINGLE PROTEIN","Q6ZVK8",""," 8-oxo-dGDP phosphatase NUDT18 (NUD18_HUMAN)","8","NUDT18",0.00,"false",0.00,0.00,0.00,1263.00,35.45,0.00,,,,,"false"
8431.00,"SINGLE PROTEIN","P35080",""," Profilin-2 (PROF2_HUMAN)","3","PFN2",0.00,"false",0.00,0.00,0.00,1263.00,15.04,0.00,,,,,"false"
8432.00,"SINGLE PROTEIN","P59091",""," Putative uncharacterized protein encoded by LINC00315 (CU093_HUMAN)","21","LINC00315",0.00,"false",0.00,0.00,0.00,1263.00,15.08,0.00,,,,,"false"
8433.00,"SINGLE PROTEIN","Q14DG7",""," Transmembrane protein 132B (T132B_HUMAN)","12","TMEM132B",0.00,"false",0.00,0.00,0.00,1263.00,119.40,0.00,,,,,"false"
8434.00,"SINGLE PROTEIN","P48382",""," DNA-binding protein RFX5 (RFX5_HUMAN)","1","RFX5",0.00,"false",0.00,0.00,0.00,1263.00,65.28,0.00,,,,,"false"
8435.00,"RELATED PROTEINS","Q14168","Q9NZW5"," MAGUK p55 subfamily member 2 (MPP2_HUMAN)","17","MPP2",0.00,"false",0.00,0.00,0.00,1263.00,64.54,0.00,,,,,"false"
8436.00,"SINGLE PROTEIN","Q6NSJ5",""," Volume-regulated anion channel subunit LRRC8E (LRC8E_HUMAN)","19","LRRC8E",0.00,"false",0.00,0.00,0.00,1263.00,90.19,0.00,,,,,"false"
8437.00,"SINGLE PROTEIN","Q6NSJ2",""," Pleckstrin homology-like domain family B member 3 (PHLB3_HUMAN)","19","PHLDB3",0.00,"false",0.00,3.00,0.00,831.00,71.87,0.00,,,,,"false"
8438.00,"SINGLE PROTEIN","Q6NSJ0",""," Uncharacterized family 31 glucosidase KIAA1161 (K1161_HUMAN)","9","KIAA1161",0.00,"false",0.00,0.00,0.00,1263.00,81.04,0.00,,,,,"false"
8439.00,"SINGLE PROTEIN","P99999",""," Cytochrome c (CYC_HUMAN)","7","CYCS",0.00,"false",0.00,0.00,0.00,1263.00,11.74,0.00,,,,,"false"
