CSF-PR / CSF GEL BOUND FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Spectrum Lower Range,Spectrum Upper Range,Peptide Lower Range,Peptide Upper Range,Validated
307.00,SINGLE PROTEIN,Q96KG7,, Multiple epidermal growth factor-like domains protein 10 (MEG10_HUMAN),5,MEGF10,1.58,false,1.00,3.00,0.00,404.00,122.12,100.00,,,,,true
308.00,RELATED PROTEINS,P01595,P01609, Ig kappa chain V-I region Bi (KV103_HUMAN),,,11.11,true,1.00,7.00,0.05,123.00,12.02,100.00,,,,,true
309.00,SINGLE PROTEIN,Q8NBI6,, Xyloside xylosyltransferase 1 (XXLT1_HUMAN),3,XXYLT1,3.31,false,1.00,2.00,0.00,325.00,43.78,100.00,,,,,true
310.00,SINGLE PROTEIN,Q6YHK3,, CD109 antigen (CD109_HUMAN),6,CD109,1.18,false,1.00,1.00,0.00,411.00,161.59,100.00,,,,,true
311.00,SINGLE PROTEIN,Q9UN36,, Protein NDRG2 (NDRG2_HUMAN),14,NDRG2,6.20,false,1.00,5.00,0.01,283.00,40.77,100.00,,,,,true
312.00,SINGLE PROTEIN,P51884,, Lumican (LUM_HUMAN),12,LUM,6.21,false,1.00,6.00,0.02,177.00,38.40,100.00,,,,,true
313.00,RELATED PROTEINS,P01700,P04208, Ig lambda chain V-I region HA (LV102_HUMAN),,,11.61,false,1.00,18.00,0.05,124.00,11.89,100.00,,,,,true
314.00,SINGLE PROTEIN,Q9UM22,, Mammalian ependymin-related protein 1 (EPDR1_HUMAN),7,EPDR1,5.36,false,1.00,3.00,0.02,189.00,25.42,100.00,,,,,true
315.00,SINGLE PROTEIN,O00339,, Matrilin-2 (MATN2_HUMAN),8,MATN2,1.15,false,1.00,3.00,0.00,391.00,106.77,100.00,,,,,true
316.00,SINGLE PROTEIN,Q7Z3B1,, Neuronal growth regulator 1 (NEGR1_HUMAN),1,NEGR1,3.67,false,1.00,6.00,0.01,199.00,38.69,100.00,,,,,true
317.00,SINGLE PROTEIN,P54803,, Galactocerebrosidase (GALC_HUMAN),14,GALC,1.75,false,1.00,2.00,0.00,375.00,76.98,100.00,,,,,true
318.00,SINGLE PROTEIN,P14550,, Alcohol dehydrogenase [NADP(+)] (AK1A1_HUMAN),1,AKR1A1,5.85,false,1.00,2.00,0.01,261.00,36.55,100.00,,,,,true
319.00,SINGLE PROTEIN,P49747,, Cartilage oligomeric matrix protein (COMP_HUMAN),19,COMP,1.72,false,1.00,3.00,0.00,395.00,82.81,100.00,,,,,true
320.00,SINGLE PROTEIN,P06733,, Alpha-enolase (ENOA_HUMAN),1,ENO1,3.46,false,1.00,3.00,0.00,342.00,47.14,100.00,,,,,true
321.00,SINGLE PROTEIN,P05408,, Neuroendocrine protein 7B2 (7B2_HUMAN),15,SCG5,8.49,false,1.00,1.00,0.00,351.00,23.71,100.00,,,,,true
322.00,SINGLE PROTEIN,P01033,, Metalloproteinase inhibitor 1 (TIMP1_HUMAN),X,TIMP1,9.18,false,1.00,2.00,0.01,241.00,23.16,100.00,,,,,true
323.00,SINGLE PROTEIN,P07711,, Cathepsin L1 (CATL1_HUMAN),9,CTSL1,3.60,false,1.00,3.00,0.01,237.00,37.54,100.00,,,,,true
324.00,SINGLE PROTEIN,O75173,, A disintegrin and metalloproteinase with thrombospondin motifs 4 (ATS4_HUMAN),1,ADAMTS4,1.79,false,1.00,3.00,0.00,398.00,90.14,100.00,,,,,true
325.00,SINGLE PROTEIN,Q99674,, Cell growth regulator with EF hand domain protein 1 (CGRE1_HUMAN),2,CGREF1,6.64,false,1.00,3.00,0.00,303.00,31.89,100.00,,,,,true
326.00,SINGLE PROTEIN,Q9UQ52,, Contactin-6 (CNTN6_HUMAN),3,CNTN6,1.75,false,1.00,4.00,0.00,343.00,113.89,100.00,,,,,true
327.00,SINGLE PROTEIN,Q12805,, EGF-containing fibulin-like extracellular matrix protein 1 (FBLN3_HUMAN),2,EFEMP1,2.64,false,1.00,4.00,0.00,334.00,54.60,100.00,,,,,true
328.00,SINGLE PROTEIN,Q8NFT8,, Delta and Notch-like epidermal growth factor-related receptor (DNER_HUMAN),2,DNER,2.04,false,1.00,10.00,0.02,198.00,78.42,100.00,,,,,true
329.00,SINGLE PROTEIN,P61769,, Beta-2-microglobulin (B2MG_HUMAN),15,B2M,8.40,false,1.00,4.00,0.02,185.00,13.71,100.00,,,,,true
330.00,SINGLE PROTEIN,Q06033,, Inter-alpha-trypsin inhibitor heavy chain H3 (ITIH3_HUMAN),3,ITIH3,1.12,false,1.00,1.00,0.00,410.00,99.79,100.00,,,,,true
331.00,RELATED PROTEINS,P01604,P01609, Ig kappa chain V-I region Kue (KV112_HUMAN),,,10.19,false,1.00,3.00,0.02,183.00,12.12,100.00,,,,,true
332.00,SINGLE PROTEIN,P30086,, Phosphatidylethanolamine-binding protein 1 (PEBP1_HUMAN),12,PEBP1,10.70,false,1.00,4.00,0.01,207.00,21.04,100.00,,,,,true
333.00,SINGLE PROTEIN,O75144,, ICOS ligand (ICOSL_HUMAN),21,ICOSLG,3.31,false,1.00,1.00,0.00,302.00,33.33,100.00,,,,,true
334.00,SINGLE PROTEIN,Q04756,, Hepatocyte growth factor activator (HGFA_HUMAN),4,HGFAC,1.83,false,1.00,2.00,0.00,354.00,70.64,100.00,,,,,true
335.00,SINGLE PROTEIN,P47755,, F-actin-capping protein subunit alpha-2 (CAZA2_HUMAN),7,CAPZA2,5.24,false,1.00,2.00,0.00,307.00,32.93,100.00,,,,,true
336.00,SINGLE PROTEIN,Q14697,, Neutral alpha-glucosidase AB (GANAB_HUMAN),11,GANAB,1.06,false,1.00,3.00,0.00,361.00,106.81,100.00,,,,,true
337.00,SINGLE PROTEIN,O75493,, Carbonic anhydrase-related protein 11 (CAH11_HUMAN),19,CA11,3.35,false,1.00,12.00,0.02,180.00,36.22,100.00,,,,,true
338.00,SINGLE PROTEIN,P22105,, Tenascin-X (TENX_HUMAN),6,TNXB,0.35,false,1.00,3.00,0.00,413.00,464.03,100.00,,,,,true
339.00,RELATED PROTEINS,P05534,P30447, HLA class I histocompatibility antigen, A-24 alpha chain (1A24_HUMAN),6,HLA-A,3.29,false,1.00,2.00,0.00,355.00,40.66,100.00,,,,,true
340.00,SINGLE PROTEIN,P01780,, Ig heavy chain V-III region JON (HV319_HUMAN),,,16.52,false,1.00,14.00,0.09,93.00,12.56,100.00,,,,,true
341.00,SINGLE PROTEIN,O75487,, Glypican-4 (GPC4_HUMAN),X,GPC4,3.24,false,1.00,1.00,0.00,374.00,62.37,100.00,,,,,true
342.00,SINGLE PROTEIN,Q53EL9,, Seizure protein 6 homolog (SEZ6_HUMAN),17,SEZ6,1.81,false,1.00,3.00,0.00,383.00,107.36,100.00,,,,,true
343.00,SINGLE PROTEIN,P22792,, Carboxypeptidase N subunit 2 (CPN2_HUMAN),3,CPN2,2.94,false,1.00,1.00,0.00,367.00,60.52,100.00,,,,,true
344.00,UNRELATED PROTEINS,P06312,P06313,P83593, Ig kappa chain V-IV region (Fragment) (KV401_HUMAN),2,IGKV4-1,9.92,false,1.00,9.00,0.05,126.00,13.37,100.00,,,,,true
345.00,SINGLE PROTEIN,P00441,, Superoxide dismutase [Cu-Zn] (SODC_HUMAN),21,SOD1,12.99,false,1.00,4.00,0.01,208.00,15.93,100.00,,,,,true
346.00,SINGLE PROTEIN,P43251,, Biotinidase (BTD_HUMAN),3,BTD,3.13,false,1.00,7.00,0.02,186.00,61.09,100.00,,,,,true
347.00,SINGLE PROTEIN,Q9H0R4,, Haloacid dehalogenase-like hydrolase domain-containing protein 2 (HDHD2_HUMAN),18,HDHD2,8.11,false,1.00,2.00,0.01,284.00,28.52,100.00,,,,,true
348.00,SINGLE PROTEIN,P40925,, Malate dehydrogenase, cytoplasmic (MDHC_HUMAN),2,MDH1,5.09,false,1.00,4.00,0.01,277.00,36.40,100.00,,,,,true
349.00,SINGLE PROTEIN,Q9Y5I4,, Protocadherin alpha-C2 (PCDC2_HUMAN),5,PCDHAC2,1.79,false,1.00,2.00,0.00,377.00,109.38,100.00,,,,,true
350.00,SINGLE PROTEIN,P17900,, Ganglioside GM2 activator (SAP3_HUMAN),5,GM2A,11.92,false,1.00,8.00,0.05,133.00,20.82,100.00,,,,,true
351.00,SINGLE PROTEIN,Q15465,, Sonic hedgehog protein (SHH_HUMAN),7,SHH,3.68,false,1.00,4.00,0.01,275.00,49.58,100.00,,,,,true
352.00,SINGLE PROTEIN,P61916,, Epididymal secretory protein E1 (NPC2_HUMAN),14,NPC2,10.60,false,1.00,3.00,0.01,211.00,16.56,100.00,,,,,true
353.00,SINGLE PROTEIN,P35443,, Thrombospondin-4 (TSP4_HUMAN),5,THBS4,1.77,false,1.00,5.00,0.00,378.00,105.80,100.00,,,,,true
354.00,SINGLE PROTEIN,Q15113,, Procollagen C-endopeptidase enhancer 1 (PCOC1_HUMAN),7,PCOLCE,4.68,false,1.00,1.00,0.00,362.00,47.94,100.00,,,,,true
355.00,SINGLE PROTEIN,P10253,, Lysosomal alpha-glucosidase (LYAG_HUMAN),17,GAA,1.89,false,1.00,1.00,0.00,397.00,105.26,100.00,,,,,true
356.00,SINGLE PROTEIN,P07093,, Glia-derived nexin (GDN_HUMAN),2,SERPINE2,3.02,false,1.00,6.00,0.01,234.00,43.97,100.00,,,,,true
357.00,SINGLE PROTEIN,P22352,, Glutathione peroxidase 3 (GPX3_HUMAN),5,GPX3,6.64,false,1.00,3.00,0.00,313.00,25.54,100.00,,,,,true
358.00,SINGLE PROTEIN,Q08174,, Protocadherin-1 (PCDH1_HUMAN),5,PCDH1,1.42,false,1.00,1.00,0.00,407.00,114.67,100.00,,,,,true
359.00,SINGLE PROTEIN,P14625,, Endoplasmin (ENPL_HUMAN),12,HSP90B1,1.74,false,1.00,4.00,0.00,368.00,92.41,100.00,,,,,true
360.00,SINGLE PROTEIN,Q9NZ53,, Podocalyxin-like protein 2 (PDXL2_HUMAN),3,PODXL2,2.48,false,1.00,1.00,0.00,331.00,65.04,100.00,,,,,true
361.00,SINGLE PROTEIN,Q9UBR2,, Cathepsin Z (CATZ_HUMAN),20,CTSZ,3.30,false,1.00,1.00,0.00,306.00,33.85,100.00,,,,,true
362.00,SINGLE PROTEIN,P02656,, Apolipoprotein C-III (APOC3_HUMAN),11,APOC3,16.16,false,1.00,5.00,0.05,132.00,10.85,100.00,,,,,true
363.00,SINGLE PROTEIN,P02654,, Apolipoprotein C-I (APOC1_HUMAN),19,APOC1,13.25,false,1.00,5.00,0.06,116.00,9.33,100.00,,,,,true
364.00,SINGLE PROTEIN,O75787,, Renin receptor (RENR_HUMAN),X,ATP6AP2,6.00,false,1.00,3.00,0.00,317.00,38.98,100.00,,,,,true
365.00,SINGLE PROTEIN,P10645,, Chromogranin-A (CMGA_HUMAN),14,CHGA,5.03,false,1.00,7.00,0.01,294.00,50.66,100.00,,,,,true
366.00,SINGLE PROTEIN,Q9Y5F6,, Protocadherin gamma-C5 (PCDGM_HUMAN),5,PCDHGC5,1.59,false,1.00,1.00,0.00,381.00,101.86,100.00,,,,,true
367.00,SINGLE PROTEIN,P08697,, Alpha-2-antiplasmin (A2AP_HUMAN),17,SERPINF2,3.87,false,1.00,7.00,0.01,258.00,54.53,100.00,,,,,true
368.00,SINGLE PROTEIN,O94766,, Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (B3GA3_HUMAN),11,B3GAT3,8.06,false,1.00,3.00,0.01,228.00,37.10,100.00,,,,,true
369.00,SINGLE PROTEIN,Q86XK2,, F-box only protein 11 (FBX11_HUMAN),2,FBXO11,2.80,false,1.00,1.00,0.00,364.00,103.52,100.00,,,,,true
370.00,SINGLE PROTEIN,O94772,, Lymphocyte antigen 6H (LY6H_HUMAN),8,LY6H,9.29,false,1.00,2.00,0.02,178.00,14.66,100.00,,,,,true
371.00,SINGLE PROTEIN,O75636,, Ficolin-3 (FCN3_HUMAN),1,FCN3,3.01,false,1.00,1.00,0.00,321.00,32.88,100.00,,,,,true
372.00,SINGLE PROTEIN,Q15848,, Adiponectin (ADIPO_HUMAN),3,ADIPOQ,6.15,false,1.00,3.00,0.01,248.00,26.40,100.00,,,,,true
373.00,SINGLE PROTEIN,Q5D862,, Filaggrin-2 (FILA2_HUMAN),1,FLG2,0.50,false,1.00,3.00,0.00,371.00,247.93,100.00,,,,,true
374.00,SINGLE PROTEIN,Q13790,, Apolipoprotein F (APOF_HUMAN),12,APOF,4.29,false,1.00,7.00,0.02,187.00,35.38,100.00,,,,,true
375.00,SINGLE PROTEIN,Q14766,, Latent-transforming growth factor beta-binding protein 1 (LTBP1_HUMAN),2,LTBP1,1.10,false,1.00,3.00,0.00,401.00,186.67,100.00,,,,,true
376.00,SINGLE PROTEIN,P35858,, Insulin-like growth factor-binding protein complex acid labile subunit (ALS_HUMAN),16,IGFALS,1.98,false,1.00,2.00,0.00,300.00,65.99,100.00,,,,,true
377.00,SINGLE PROTEIN,Q92496,, Complement factor H-related protein 4 (FHR4_HUMAN),1,CFHR4,3.32,false,1.00,2.00,0.01,223.00,37.27,100.00,,,,,true
378.00,SINGLE PROTEIN,P09211,, Glutathione S-transferase P (GSTP1_HUMAN),11,GSTP1,9.05,false,1.00,5.00,0.01,262.00,23.34,100.00,,,,,true
379.00,SINGLE PROTEIN,Q13444,, Disintegrin and metalloproteinase domain-containing protein 15 (ADA15_HUMAN),1,ADAM15,1.85,false,1.00,2.00,0.00,339.00,92.90,100.00,,,,,true
380.00,SINGLE PROTEIN,Q13443,, Disintegrin and metalloproteinase domain-containing protein 9 (ADAM9_HUMAN),8,ADAM9,1.95,false,1.00,1.00,0.00,402.00,90.50,100.00,,,,,true
381.00,SINGLE PROTEIN,Q13449,, Limbic system-associated membrane protein (LSAMP_HUMAN),3,LSAMP,5.92,false,1.00,8.00,0.02,190.00,37.37,100.00,,,,,true
382.00,SINGLE PROTEIN,P19021,, Peptidyl-glycine alpha-amidating monooxygenase (AMD_HUMAN),5,PAM,1.54,false,1.00,10.00,0.01,256.00,108.26,100.00,,,,,true
383.00,SINGLE PROTEIN,P19022,, Cadherin-2 (CADH2_HUMAN),18,CDH2,1.43,false,1.00,4.00,0.00,347.00,99.75,100.00,,,,,true
384.00,SINGLE PROTEIN,P14923,, Junction plakoglobin (PLAK_HUMAN),17,JUP,1.88,false,1.00,4.00,0.00,332.00,81.69,100.00,,,,,true
385.00,SINGLE PROTEIN,P01708,, Ig lambda chain V-II region BUR (LV205_HUMAN),,,10.09,false,1.00,13.00,0.08,102.00,11.50,100.00,,,,,true
386.00,SINGLE PROTEIN,Q969W3,, Protein FAM104A (F104A_HUMAN),17,FAM104A,15.05,false,1.00,6.00,0.04,136.00,19.47,100.00,,,,,true
387.00,SINGLE PROTEIN,P08493,, Matrix Gla protein (MGP_HUMAN),12,MGP,12.62,false,1.00,2.00,0.02,175.00,12.35,100.00,,,,,true
388.00,SINGLE PROTEIN,Q9BUJ0,, Alpha/beta hydrolase domain-containing protein 14A (ABHEA_HUMAN),3,ABHD14A,5.90,false,1.00,1.00,0.00,308.00,29.75,100.00,,,,,true
389.00,SINGLE PROTEIN,Q9HC38,, Glyoxalase domain-containing protein 4 (GLOD4_HUMAN),17,GLOD4,4.15,false,1.00,2.00,0.00,349.00,34.77,100.00,,,,,true
390.00,SINGLE PROTEIN,Q13228,, Selenium-binding protein 1 (SBP1_HUMAN),1,SELENBP1,2.33,false,1.00,1.00,0.00,373.00,52.36,100.00,,,,,true
391.00,SINGLE PROTEIN,P19367,, Hexokinase-1 (HXK1_HUMAN),10,HK1,1.20,false,1.00,2.00,0.00,400.00,102.42,100.00,,,,,true
392.00,SINGLE PROTEIN,Q92820,, Gamma-glutamyl hydrolase (GGH_HUMAN),8,GGH,3.77,false,1.00,12.00,0.02,170.00,35.94,99.76,,,,,true
393.00,SINGLE PROTEIN,O95445,, Apolipoprotein M (APOM_HUMAN),6,APOM,0.00,false,0.00,13.00,0.03,155.00,21.24,99.76,,,,,true
394.00,SINGLE PROTEIN,P01606,, Ig kappa chain V-I region OU (KV114_HUMAN),,,0.00,false,0.00,15.00,0.00,418.00,11.77,99.75,,,,,true
395.00,SINGLE PROTEIN,P01597,, Ig kappa chain V-I region DEE (KV105_HUMAN),,,39.81,true,5.00,34.00,0.00,418.00,11.65,99.51,,,,,true
396.00,SINGLE PROTEIN,P21246,, Pleiotrophin (PTN_HUMAN),7,PTN,0.00,false,0.00,8.00,0.01,245.00,18.93,99.27,,,,,true
397.00,SINGLE PROTEIN,P01700,, Ig lambda chain V-I region HA (LV102_HUMAN),,,51.79,true,6.00,42.00,0.11,85.00,11.89,99.05,,,,,true
398.00,SINGLE PROTEIN,P01598,, Ig kappa chain V-I region EU (KV106_HUMAN),,,26.85,true,4.00,104.00,0.22,48.00,11.78,99.05,,,,,true
399.00,SINGLE PROTEIN,Q7Z794,, Keratin, type II cytoskeletal 1b (K2C1B_HUMAN),12,KRT77,3.63,false,3.00,76.00,0.01,227.00,61.86,99.05,,,,,true
400.00,SINGLE PROTEIN,Q70JA7,, Chondroitin sulfate synthase 3 (CHSS3_HUMAN),5,CHSY3,1.59,false,2.00,40.00,0.04,137.00,100.22,99.05,,,,,true
401.00,SINGLE PROTEIN,Q9NT99,, Leucine-rich repeat-containing protein 4B (LRC4B_HUMAN),19,LRRC4B,0.00,false,0.00,5.00,0.00,333.00,76.39,99.05,,,,,true
402.00,SINGLE PROTEIN,P01622,, Ig kappa chain V-III region Ti (KV304_HUMAN),,,59.63,true,8.00,224.00,0.20,54.00,11.78,99.04,,,,,true
403.00,SINGLE PROTEIN,P01599,, Ig kappa chain V-I region Gal (KV107_HUMAN),,,16.67,true,5.00,144.00,0.17,67.00,11.81,99.04,,,,,true
404.00,SINGLE PROTEIN,P01825,, Ig heavy chain V-II region NEWM (HV207_HUMAN),,,24.79,true,3.00,95.00,0.20,50.00,12.78,99.04,,,,,true
405.00,SINGLE PROTEIN,Q9UHB9,, Signal recognition particle subunit SRP68 (SRP68_HUMAN),17,SRP68,0.00,false,0.00,8.00,0.00,348.00,70.69,99.04,,,,,true
406.00,SINGLE PROTEIN,B9A064,, Immunoglobulin lambda-like polypeptide 5 (IGLL5_HUMAN),22,IGLL5,51.40,true,20.00,733.00,0.33,31.00,23.05,99.03,,,,,true
407.00,SINGLE PROTEIN,Q8WZ42,, Titin (TITIN_HUMAN),2,TTN,0.00,false,0.00,6.00,0.00,417.00,3813.65,99.03,,,,,true
408.00,SINGLE PROTEIN,Q8NE71,, ATP-binding cassette sub-family F member 1 (ABCF1_HUMAN),6,ABCF1,1.30,false,1.00,27.00,0.03,148.00,95.87,87.88,,,,,true
409.00,SINGLE PROTEIN,Q8N612,, FTS and Hook-interacting protein (F16A2_HUMAN),11,FAM160A2,2.98,false,1.00,67.00,0.09,94.00,105.50,87.88,,,,,true
410.00,SINGLE PROTEIN,Q86VX9,, Vacuolar fusion protein MON1 homolog A (MON1A_HUMAN),3,MON1A,4.50,false,1.00,5.00,0.00,324.00,62.09,87.88,,,,,true
411.00,SINGLE PROTEIN,P83593,, Ig kappa chain V-IV region STH (Fragment) (KV405_HUMAN),,,11.01,false,1.00,11.00,0.03,163.00,12.05,87.88,,,,,true
412.00,SINGLE PROTEIN,P04211,, Ig lambda chain V region 4A (LV001_HUMAN),,,7.69,false,1.00,11.00,0.20,52.00,12.37,87.88,,,,,true
413.00,SINGLE PROTEIN,Q99497,, Protein deglycase DJ-1 (PARK7_HUMAN),1,PARK7,0.00,false,0.00,4.00,0.01,228.00,19.88,87.88,,,,,true
414.00,SINGLE PROTEIN,Q15782,, Chitinase-3-like protein 2 (CH3L2_HUMAN),1,CHI3L2,0.00,false,0.00,3.00,0.01,292.00,43.47,87.88,,,,,true
415.00,SINGLE PROTEIN,P49840,, Glycogen synthase kinase-3 alpha (GSK3A_HUMAN),19,GSK3A,0.00,false,0.00,4.00,0.01,278.00,50.95,87.88,,,,,true
416.00,SINGLE PROTEIN,Q13510,, Acid ceramidase (ASAH1_HUMAN),8,ASAH1,0.00,false,0.00,4.00,0.01,268.00,44.63,87.88,,,,,true
417.00,SINGLE PROTEIN,O95861,, 3'(2'),5'-bisphosphate nucleotidase 1 (BPNT1_HUMAN),1,BPNT1,0.00,false,0.00,2.00,0.00,301.00,33.37,87.88,,,,,true
418.00,SINGLE PROTEIN,Q02388,, Collagen alpha-1(VII) chain (CO7A1_HUMAN),3,COL7A1,0.00,false,0.00,2.00,0.00,396.00,295.04,87.88,,,,,true
419.00,SINGLE PROTEIN,P13646,, Keratin, type I cytoskeletal 13 (K1C13_HUMAN),17,KRT13,8.95,false,6.00,64.00,0.01,265.00,49.56,84.85,,,,,true
420.00,SINGLE PROTEIN,Q9NSY1,, BMP-2-inducible protein kinase (BMP2K_HUMAN),4,BMP2K,0.00,false,0.00,13.00,0.01,296.00,129.09,84.85,,,,,true
421.00,SINGLE PROTEIN,Q92945,, Far upstream element-binding protein 2 (FUBP2_HUMAN),19,KHSRP,0.00,false,0.00,8.00,0.00,335.00,73.07,84.85,,,,,true
422.00,SINGLE PROTEIN,P13489,, Ribonuclease inhibitor (RINI_HUMAN),11,RNH1,0.00,false,0.00,3.00,0.00,314.00,49.94,84.85,,,,,true
423.00,SINGLE PROTEIN,Q5VU97,, VWFA and cache domain-containing protein 1 (CAHD1_HUMAN),1,CACHD1,0.00,false,0.00,2.00,0.00,408.00,142.20,84.85,,,,,true
424.00,SINGLE PROTEIN,Q9NZR2,, Low-density lipoprotein receptor-related protein 1B (LRP1B_HUMAN),2,LRP1B,0.00,false,0.00,3.00,0.00,412.00,515.16,84.85,,,,,true
