CSF-PR / CSF GEL DEPLETED FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Spectrum Lower Range,Spectrum Upper Range,Peptide Lower Range,Peptide Upper Range,Validated
871.00,SINGLE PROTEIN,O14525,, Astrotactin-1 (ASTN1_HUMAN),1,ASTN1,6.99,false,5.00,15.00,0.01,1155.00,144.82,100.00,,,,,true
872.00,SINGLE PROTEIN,O43493,, Trans-Golgi network integral membrane protein 2 (TGON2_HUMAN),2,TGOLN2,12.50,false,5.00,29.00,0.02,696.00,51.08,100.00,,,,,true
873.00,SINGLE PROTEIN,P11279,, Lysosome-associated membrane glycoprotein 1 (LAMP1_HUMAN),13,LAMP1,12.23,false,5.00,70.00,0.10,162.00,44.85,100.00,,,,,true
874.00,SINGLE PROTEIN,O75083,, WD repeat-containing protein 1 (WDR1_HUMAN),4,WDR1,15.68,false,5.00,14.00,0.00,1239.00,66.15,100.00,,,,,true
875.00,SINGLE PROTEIN,Q9UKJ1,, Paired immunoglobulin-like type 2 receptor alpha (PILRA_HUMAN),7,PILRA,12.87,true,5.00,19.00,0.02,555.00,33.98,100.00,,,,,true
876.00,SINGLE PROTEIN,Q7Z5A9,, Protein FAM19A1 (F19A1_HUMAN),3,FAM19A1,33.08,false,5.00,8.00,0.02,667.00,14.89,100.00,,,,,true
877.00,SINGLE PROTEIN,P01871,, Ig mu chain C region (IGHM_HUMAN),14,IGHM,15.27,false,5.00,9.00,0.00,1185.00,49.28,100.00,,,,,true
878.00,SINGLE PROTEIN,P62805,, Histone H4 (H4_HUMAN),6,HIST1H4A,40.78,false,5.00,10.00,0.05,325.00,11.36,100.00,,,,,true
879.00,SINGLE PROTEIN,P11215,, Integrin alpha-M (ITAM_HUMAN),16,ITGAM,5.47,false,5.00,6.00,0.00,1465.00,127.10,100.00,,,,,true
880.00,SINGLE PROTEIN,P00568,, Adenylate kinase isoenzyme 1 (KAD1_HUMAN),9,AK1,28.35,false,5.00,5.00,0.01,849.00,21.62,100.00,,,,,true
881.00,SINGLE PROTEIN,P49862,, Kallikrein-7 (KLK7_HUMAN),19,KLK7,22.92,true,5.00,12.00,0.01,840.00,27.51,100.00,,,,,true
882.00,SINGLE PROTEIN,O43529,, Carbohydrate sulfotransferase 10 (CHSTA_HUMAN),2,CHST10,14.61,false,5.00,19.00,0.03,476.00,42.18,100.00,,,,,true
883.00,SINGLE PROTEIN,Q86Y82,, Syntaxin-12 (STX12_HUMAN),1,STX12,22.10,false,5.00,23.00,0.03,454.00,31.62,100.00,,,,,true
884.00,SINGLE PROTEIN,Q15121,, Astrocytic phosphoprotein PEA-15 (PEA15_HUMAN),1,PEA15,44.62,false,5.00,10.00,0.02,651.00,15.03,100.00,,,,,true
885.00,SINGLE PROTEIN,P35613,, Basigin (BASI_HUMAN),19,BSG,17.66,true,5.00,24.00,0.03,468.00,42.17,100.00,,,,,true
886.00,SINGLE PROTEIN,Q96PZ7,, CUB and sushi domain-containing protein 1 (CSMD1_HUMAN),8,CSMD1,1.88,false,5.00,8.00,0.00,1587.00,388.62,100.00,,,,,true
887.00,SINGLE PROTEIN,P09936,, Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCHL1_HUMAN),4,UCHL1,35.87,false,5.00,10.00,0.01,942.00,24.81,100.00,,,,,true
888.00,SINGLE PROTEIN,O95206,, Protocadherin-8 (PCDH8_HUMAN),13,PCDH8,5.42,false,5.00,17.00,0.00,1313.00,112.95,100.00,,,,,true
889.00,SINGLE PROTEIN,P08637,, Low affinity immunoglobulin gamma Fc region receptor III-A (FCG3A_HUMAN),1,FCGR3A,20.87,false,5.00,13.00,0.03,442.00,29.07,100.00,,,,,true
890.00,SINGLE PROTEIN,Q9BY76,, Angiopoietin-related protein 4 (ANGL4_HUMAN),19,ANGPTL4,14.53,false,5.00,8.00,0.01,835.00,45.19,100.00,,,,,true
891.00,SINGLE PROTEIN,Q04760,, Lactoylglutathione lyase (LGUL_HUMAN),6,GLO1,30.43,false,5.00,11.00,0.02,603.00,20.76,100.00,,,,,true
892.00,SINGLE PROTEIN,Q14574,, Desmocollin-3 (DSC3_HUMAN),18,DSC3,5.02,false,5.00,15.00,0.01,1031.00,99.91,100.00,,,,,true
893.00,SINGLE PROTEIN,Q15435,, Protein phosphatase 1 regulatory subunit 7 (PP1R7_HUMAN),2,PPP1R7,20.83,false,5.00,10.00,0.00,1362.00,41.54,100.00,,,,,true
894.00,SINGLE PROTEIN,Q15459,, Splicing factor 3A subunit 1 (SF3A1_HUMAN),22,SF3A1,6.68,false,5.00,12.00,0.00,1453.00,88.83,100.00,,,,,true
895.00,SINGLE PROTEIN,Q8N3H0,, Protein FAM19A2 (F19A2_HUMAN),12,FAM19A2,40.46,false,5.00,13.00,0.03,464.00,14.61,100.00,,,,,true
896.00,SINGLE PROTEIN,P01903,, HLA class II histocompatibility antigen, DR alpha chain (DRA_HUMAN),6,HLA-DRA,25.59,false,5.00,21.00,0.04,381.00,28.59,100.00,,,,,true
897.00,SINGLE PROTEIN,P05062,, Fructose-bisphosphate aldolase B (ALDOB_HUMAN),9,ALDOB,18.96,false,5.00,15.00,0.02,681.00,39.45,100.00,,,,,true
898.00,SINGLE PROTEIN,P30041,, Peroxiredoxin-6 (PRDX6_HUMAN),1,PRDX6,24.55,false,5.00,11.00,0.01,958.00,25.02,100.00,,,,,true
899.00,SINGLE PROTEIN,P30046,, D-dopachrome decarboxylase (DOPD_HUMAN),22,DDT,43.22,true,5.00,16.00,0.07,223.00,12.70,100.00,,,,,true
900.00,SINGLE PROTEIN,P30047,, GTP cyclohydrolase 1 feedback regulatory protein (GFRP_HUMAN),15,GCHFR,79.76,false,5.00,13.00,0.04,366.00,9.69,100.00,,,,,true
901.00,SINGLE PROTEIN,P21579,, Synaptotagmin-1 (SYT1_HUMAN),12,SYT1,11.37,false,5.00,17.00,0.01,946.00,47.54,100.00,,,,,true
902.00,SINGLE PROTEIN,Q92484,, Acid sphingomyelinase-like phosphodiesterase 3a (ASM3A_HUMAN),6,SMPDL3A,17.44,false,5.00,12.00,0.01,908.00,51.23,100.00,,,,,true
903.00,SINGLE PROTEIN,Q9UFP1,, Protein FAM198A (F198A_HUMAN),3,FAM198A,12.17,false,5.00,10.00,0.00,1351.00,63.60,100.00,,,,,true
904.00,SINGLE PROTEIN,P17050,, Alpha-N-acetylgalactosaminidase (NAGAB_HUMAN),22,NAGA,15.57,false,5.00,16.00,0.01,817.00,46.53,100.00,,,,,true
905.00,SINGLE PROTEIN,Q14563,, Semaphorin-3A (SEM3A_HUMAN),7,SEMA3A,9.47,false,5.00,8.00,0.00,1411.00,88.83,100.00,,,,,true
906.00,SINGLE PROTEIN,P14138,, Endothelin-3 (EDN3_HUMAN),20,EDN3,19.75,false,5.00,14.00,0.02,597.00,25.44,100.00,,,,,true
907.00,SINGLE PROTEIN,P31944,, Caspase-14 (CASPE_HUMAN),19,CASP14,24.79,false,5.00,11.00,0.01,911.00,27.66,100.00,,,,,true
908.00,SINGLE PROTEIN,Q8IYS5,, Osteoclast-associated immunoglobulin-like receptor (OSCAR_HUMAN),19,OSCAR,27.30,true,5.00,11.00,0.04,378.00,30.46,100.00,,,,,true
909.00,SINGLE PROTEIN,Q7Z794,, Keratin, type II cytoskeletal 1b (K2C1B_HUMAN),12,KRT77,7.44,false,5.00,81.00,0.01,961.00,61.86,100.00,,,,,true
910.00,SINGLE PROTEIN,Q86UW8,, Hyaluronan and proteoglycan link protein 4 (HPLN4_HUMAN),19,HAPLN4,16.42,false,5.00,7.00,0.00,1358.00,42.77,100.00,,,,,true
911.00,SINGLE PROTEIN,O60613,, 15 kDa selenoprotein (SEP15_HUMAN),,SEP15,32.72,false,5.00,9.00,0.02,709.00,17.78,100.00,,,,,true
912.00,SINGLE PROTEIN,O00560,, Syntenin-1 (SDCB1_HUMAN),8,SDCBP,31.88,true,5.00,9.00,0.01,743.00,32.42,100.00,,,,,true
913.00,SINGLE PROTEIN,O43240,, Kallikrein-10 (KLK10_HUMAN),19,KLK10,24.64,true,5.00,8.00,0.02,586.00,30.15,100.00,,,,,true
914.00,SINGLE PROTEIN,P52803,, Ephrin-A5 (EFNA5_HUMAN),5,EFNA5,25.44,false,5.00,19.00,0.03,538.00,26.28,100.00,,,,,true
915.00,SINGLE PROTEIN,P13284,, Gamma-interferon-inducible lysosomal thiol reductase (GILT_HUMAN),19,IFI30,30.00,true,5.00,8.00,0.03,458.00,27.95,100.00,,,,,true
916.00,SINGLE PROTEIN,Q16627,, C-C motif chemokine 14 (CCL14_HUMAN),17,CCL14,47.31,true,5.00,19.00,0.08,210.00,10.67,100.00,,,,,true
917.00,SINGLE PROTEIN,P10124,, Serglycin (SRGN_HUMAN),10,SRGN,34.81,false,5.00,18.00,0.06,272.00,17.64,100.00,,,,,true
918.00,SINGLE PROTEIN,P46531,, Neurogenic locus notch homolog protein 1 (NOTC1_HUMAN),9,NOTCH1,2.70,false,5.00,7.00,0.00,1514.00,272.32,100.00,,,,,true
919.00,SINGLE PROTEIN,Q16653,, Myelin-oligodendrocyte glycoprotein (MOG_HUMAN),6,MOG,17.41,false,5.00,27.00,0.04,364.00,28.17,100.00,,,,,true
920.00,SINGLE PROTEIN,Q8N2G4,, Ly6/PLAUR domain-containing protein 1 (LYPD1_HUMAN),2,LYPD1,39.01,false,5.00,9.00,0.03,456.00,15.23,100.00,,,,,true
921.00,SINGLE PROTEIN,P10153,, Non-secretory ribonuclease (RNAS2_HUMAN),14,RNASE2,19.88,true,5.00,42.00,0.23,67.00,18.34,100.00,,,,,true
922.00,SINGLE PROTEIN,P98153,, Integral membrane protein DGCR2/IDD (IDD_HUMAN),22,DGCR2,13.82,false,5.00,15.00,0.02,623.00,60.77,100.00,,,,,true
923.00,SINGLE PROTEIN,O94898,, Leucine-rich repeats and immunoglobulin-like domains protein 2 (LRIG2_HUMAN),1,LRIG2,4.79,false,5.00,10.00,0.00,1176.00,118.89,100.00,,,,,true
924.00,SINGLE PROTEIN,Q8IUK8,, Cerebellin-2 (CBLN2_HUMAN),18,CBLN2,14.73,false,5.00,18.00,0.02,621.00,24.07,100.00,,,,,true
925.00,SINGLE PROTEIN,Q05996,, Zona pellucida sperm-binding protein 2 (ZP2_HUMAN),16,ZP2,7.92,false,5.00,15.00,0.01,984.00,82.30,100.00,,,,,true
926.00,SINGLE PROTEIN,O15204,, ADAM DEC1 (ADEC1_HUMAN),8,ADAMDEC1,11.49,false,5.00,9.00,0.01,764.00,52.74,100.00,,,,,true
927.00,SINGLE PROTEIN,Q8N6C5,, Immunoglobulin superfamily member 1 (IGSF1_HUMAN),X,IGSF1,5.09,true,5.00,17.00,0.00,1237.00,148.84,100.00,,,,,true
928.00,SINGLE PROTEIN,Q9UF11,, Pleckstrin homology domain-containing family B member 1 (PKHB1_HUMAN),11,PLEKHB1,19.75,false,5.00,16.00,0.02,599.00,27.17,100.00,,,,,true
929.00,SINGLE PROTEIN,Q9UI15,, Transgelin-3 (TAGL3_HUMAN),3,TAGLN3,29.65,false,5.00,15.00,0.02,572.00,22.46,100.00,,,,,true
930.00,SINGLE PROTEIN,O00299,, Chloride intracellular channel protein 1 (CLIC1_HUMAN),6,CLIC1,30.29,false,5.00,22.00,0.02,634.00,26.91,100.00,,,,,true
931.00,SINGLE PROTEIN,P15121,, Aldose reductase (ALDR_HUMAN),7,AKR1B1,15.82,false,5.00,15.00,0.02,695.00,35.83,100.00,,,,,true
932.00,SINGLE PROTEIN,Q8N967,, Leucine-rich repeat and transmembrane domain-containing protein 2 (LRTM2_HUMAN),12,LRTM2,16.22,true,5.00,15.00,0.01,754.00,41.13,100.00,,,,,true
933.00,SINGLE PROTEIN,Q93091,, Ribonuclease K6 (RNAS6_HUMAN),14,RNASE6,53.33,false,5.00,26.00,0.05,295.00,17.18,100.00,,,,,true
934.00,SINGLE PROTEIN,Q9NTU7,, Cerebellin-4 (CBLN4_HUMAN),20,CBLN4,24.38,false,5.00,47.00,0.14,107.00,21.79,100.00,,,,,true
935.00,SINGLE PROTEIN,Q9UHI8,, A disintegrin and metalloproteinase with thrombospondin motifs 1 (ATS1_HUMAN),21,ADAMTS1,6.10,true,5.00,12.00,0.00,1269.00,105.29,100.00,,,,,true
936.00,SINGLE PROTEIN,P28827,, Receptor-type tyrosine-protein phosphatase mu (PTPRM_HUMAN),18,PTPRM,4.75,false,5.00,12.00,0.00,1327.00,163.58,100.00,,,,,true
937.00,SINGLE PROTEIN,Q9UPZ6,, Thrombospondin type-1 domain-containing protein 7A (THS7A_HUMAN),7,THSD7A,4.04,false,5.00,8.00,0.00,1466.00,185.24,100.00,,,,,true
938.00,SINGLE PROTEIN,Q9NPH0,, Lysophosphatidic acid phosphatase type 6 (PPA6_HUMAN),1,ACP6,15.89,true,5.00,8.00,0.00,1169.00,48.82,100.00,,,,,true
939.00,SINGLE PROTEIN,P55145,, Mesencephalic astrocyte-derived neurotrophic factor (MANF_HUMAN),3,MANF,28.57,false,5.00,12.00,0.02,679.00,20.69,100.00,,,,,true
940.00,SINGLE PROTEIN,Q5IJ48,, Protein crumbs homolog 2 (CRUM2_HUMAN),9,CRB2,5.68,false,5.00,14.00,0.00,1394.00,134.18,100.00,,,,,true
941.00,SINGLE PROTEIN,Q0P6D2,, Protein FAM69C (FA69C_HUMAN),18,FAM69C,13.37,false,5.00,12.00,0.02,644.00,46.39,100.00,,,,,true
942.00,SINGLE PROTEIN,P35542,, Serum amyloid A-4 protein (SAA4_HUMAN),11,SAA4,29.23,false,5.00,19.00,0.03,457.00,14.74,100.00,,,,,true
943.00,SINGLE PROTEIN,Q9NZ53,, Podocalyxin-like protein 2 (PDXL2_HUMAN),3,PODXL2,8.26,false,5.00,49.00,0.09,187.00,65.04,100.00,,,,,true
944.00,SINGLE PROTEIN,P02652,, Apolipoprotein A-II (APOA2_HUMAN),1,APOA2,41.00,true,5.00,19.00,0.11,153.00,11.17,100.00,,,,,true
945.00,SINGLE PROTEIN,Q9Y3B3,, Transmembrane emp24 domain-containing protein 7 (TMED7_HUMAN),5,TMED7,21.43,true,5.00,15.00,0.03,509.00,25.16,100.00,,,,,true
946.00,SINGLE PROTEIN,P54652,, Heat shock-related 70 kDa protein 2 (HSP72_HUMAN),14,HSPA2,9.23,false,5.00,26.00,0.01,758.00,69.98,100.00,,,,,true
947.00,SINGLE PROTEIN,O15354,, Prosaposin receptor GPR37 (GPR37_HUMAN),7,GPR37,9.95,false,5.00,19.00,0.02,678.00,67.07,100.00,,,,,true
948.00,SINGLE PROTEIN,Q06141,, Regenerating islet-derived protein 3-alpha (REG3A_HUMAN),2,REG3A,26.86,false,4.00,9.00,0.05,347.00,19.38,100.00,,,,,true
949.00,SINGLE PROTEIN,P05451,, Lithostathine-1-alpha (REG1A_HUMAN),2,REG1A,20.48,false,4.00,10.00,0.05,345.00,18.72,100.00,,,,,true
950.00,SINGLE PROTEIN,P52209,, 6-phosphogluconate dehydrogenase, decarboxylating (6PGD_HUMAN),1,PGD,13.04,false,4.00,11.00,0.00,1322.00,53.11,100.00,,,,,true
951.00,SINGLE PROTEIN,Q9Y281,, Cofilin-2 (COF2_HUMAN),14,CFL2,32.53,true,4.00,8.00,0.02,666.00,18.72,100.00,,,,,true
952.00,SINGLE PROTEIN,P14384,, Carboxypeptidase M (CBPM_HUMAN),12,CPM,11.29,false,4.00,12.00,0.01,919.00,50.48,100.00,,,,,true
953.00,SINGLE PROTEIN,Q9UKQ2,, Disintegrin and metalloproteinase domain-containing protein 28 (ADA28_HUMAN),8,ADAM28,2.97,true,4.00,11.00,0.00,1373.00,87.09,100.00,,,,,true
954.00,UNRELATED PROTEINS,P17066,P48741, Heat shock 70 kDa protein 6 (HSP76_HUMAN),1,HSPA6,8.09,false,4.00,7.00,0.00,1510.00,70.98,100.00,,,,,true
955.00,SINGLE PROTEIN,P06702,, Protein S100-A9 (S10A9_HUMAN),1,S100A9,43.86,false,4.00,24.00,0.06,286.00,13.23,100.00,,,,,true
956.00,SINGLE PROTEIN,Q9Y5W5,, Wnt inhibitory factor 1 (WIF1_HUMAN),12,WIF1,19.79,false,4.00,8.00,0.01,1044.00,41.50,100.00,,,,,true
957.00,SINGLE PROTEIN,P05408,, Neuroendocrine protein 7B2 (7B2_HUMAN),15,SCG5,28.30,false,4.00,20.00,0.09,202.00,23.71,100.00,,,,,true
958.00,SINGLE PROTEIN,O43567,, E3 ubiquitin-protein ligase RNF13 (RNF13_HUMAN),3,RNF13,11.29,true,4.00,16.00,0.04,380.00,42.79,100.00,,,,,true
959.00,SINGLE PROTEIN,Q9ULH4,, Leucine-rich repeat and fibronectin type-III domain-containing protein 2 (LRFN2_HUMAN),6,LRFN2,7.35,false,4.00,6.00,0.00,1312.00,84.68,100.00,,,,,true
960.00,SINGLE PROTEIN,P20138,, Myeloid cell surface antigen CD33 (CD33_HUMAN),19,CD33,14.01,false,4.00,5.00,0.00,1240.00,39.80,100.00,,,,,true
961.00,SINGLE PROTEIN,Q9NY72,, Sodium channel subunit beta-3 (SCN3B_HUMAN),11,SCN3B,18.14,true,4.00,19.00,0.08,218.00,24.69,100.00,,,,,true
962.00,SINGLE PROTEIN,Q07092,, Collagen alpha-1(XVI) chain (COGA1_HUMAN),1,COL16A1,4.24,true,4.00,15.00,0.00,1232.00,157.65,100.00,,,,,true
963.00,SINGLE PROTEIN,P04085,, Platelet-derived growth factor subunit A (PDGFA_HUMAN),7,PDGFA,12.32,true,4.00,8.00,0.01,886.00,24.03,100.00,,,,,true
964.00,SINGLE PROTEIN,Q2TAL6,, Brorin (VWC2_HUMAN),7,VWC2,17.85,false,4.00,16.00,0.05,332.00,35.26,100.00,,,,,true
965.00,SINGLE PROTEIN,P53041,, Serine/threonine-protein phosphatase 5 (PPP5_HUMAN),19,PPP5C,10.82,false,4.00,13.00,0.01,792.00,56.84,100.00,,,,,true
966.00,SINGLE PROTEIN,Q92542,, Nicastrin (NICA_HUMAN),1,NCSTN,5.92,false,4.00,18.00,0.01,1121.00,78.36,100.00,,,,,true
967.00,SINGLE PROTEIN,P43234,, Cathepsin O (CATO_HUMAN),4,CTSO,13.40,false,4.00,11.00,0.02,707.00,35.93,100.00,,,,,true
968.00,SINGLE PROTEIN,P35606,, Coatomer subunit beta' (COPB2_HUMAN),3,COPB2,6.84,false,4.00,5.00,0.00,1378.00,102.42,100.00,,,,,true
969.00,SINGLE PROTEIN,O75973,, C1q-related factor (C1QRF_HUMAN),17,C1QL1,15.50,false,4.00,13.00,0.04,426.00,26.44,100.00,,,,,true
970.00,SINGLE PROTEIN,Q86TH1,, ADAMTS-like protein 2 (ATL2_HUMAN),9,ADAMTSL2,8.83,false,4.00,6.00,0.00,1447.00,104.55,100.00,,,,,true
971.00,SINGLE PROTEIN,P45877,, Peptidyl-prolyl cis-trans isomerase C (PPIC_HUMAN),5,PPIC,17.92,true,4.00,18.00,0.10,172.00,22.75,100.00,,,,,true
972.00,SINGLE PROTEIN,P07148,, Fatty acid-binding protein, liver (FABPL_HUMAN),2,FABP1,36.22,false,4.00,7.00,0.03,487.00,14.20,100.00,,,,,true
973.00,SINGLE PROTEIN,O14672,, Disintegrin and metalloproteinase domain-containing protein 10 (ADA10_HUMAN),15,ADAM10,7.09,false,4.00,14.00,0.00,1397.00,84.09,100.00,,,,,true
974.00,SINGLE PROTEIN,Q5VV43,, Dyslexia-associated protein KIAA0319 (K0319_HUMAN),6,KIAA0319,4.29,true,4.00,17.00,0.01,975.00,117.69,100.00,,,,,true
975.00,SINGLE PROTEIN,P52797,, Ephrin-A3 (EFNA3_HUMAN),1,EFNA3,13.03,true,4.00,18.00,0.08,214.00,26.33,100.00,,,,,true
976.00,UNRELATED PROTEINS,P08107,P17066,Heat shock 70 kDa protein 1A/1B (HSP71_HUMAN),6,HSPA1A,8.89,false,4.00,8.00,0.00,1450.00,70.01,100.00,,,,,true
977.00,SINGLE PROTEIN,Q92832,, Protein kinase C-binding protein NELL1 (NELL1_HUMAN),11,NELL1,6.79,false,4.00,7.00,0.00,1254.00,89.57,100.00,,,,,true
978.00,SINGLE PROTEIN,P05109,, Protein S100-A8 (S10A8_HUMAN),1,S100A8,39.78,false,4.00,23.00,0.10,159.00,10.83,100.00,,,,,true
979.00,SINGLE PROTEIN,Q5VV63,, Attractin-like protein 1 (ATRN1_HUMAN),10,ATRNL1,4.06,false,4.00,7.00,0.00,1348.00,152.54,100.00,,,,,true
980.00,SINGLE PROTEIN,Q9UJQ1,, Lysosome-associated membrane glycoprotein 5 (LAMP5_HUMAN),20,LAMP5,21.79,false,4.00,9.00,0.02,653.00,31.45,100.00,,,,,true
981.00,SINGLE PROTEIN,Q14956,, Transmembrane glycoprotein NMB (GPNMB_HUMAN),7,GPNMB,6.47,false,4.00,31.00,0.05,315.00,63.88,100.00,,,,,true
982.00,SINGLE PROTEIN,P62993,, Growth factor receptor-bound protein 2 (GRB2_HUMAN),17,GRB2,19.82,false,4.00,10.00,0.01,936.00,25.19,100.00,,,,,true
983.00,SINGLE PROTEIN,P13598,, Intercellular adhesion molecule 2 (ICAM2_HUMAN),17,ICAM2,14.91,false,4.00,21.00,0.05,343.00,30.63,100.00,,,,,true
984.00,SINGLE PROTEIN,O76061,, Stanniocalcin-2 (STC2_HUMAN),5,STC2,15.89,false,4.00,16.00,0.03,499.00,33.23,100.00,,,,,true
985.00,SINGLE PROTEIN,Q08257,, Quinone oxidoreductase (QOR_HUMAN),1,CRYZ,23.71,false,4.00,5.00,0.01,994.00,35.18,100.00,,,,,true
986.00,SINGLE PROTEIN,O60939,, Sodium channel subunit beta-2 (SCN2B_HUMAN),11,SCN2B,25.58,false,4.00,9.00,0.01,785.00,24.31,100.00,,,,,true
987.00,SINGLE PROTEIN,Q16288,, NT-3 growth factor receptor (NTRK3_HUMAN),15,NTRK3,6.91,false,4.00,17.00,0.01,1032.00,94.37,100.00,,,,,true
988.00,SINGLE PROTEIN,Q6UXZ4,, Netrin receptor UNC5D (UNC5D_HUMAN),8,UNC5D,6.09,false,4.00,7.00,0.00,1356.00,105.81,100.00,,,,,true
989.00,SINGLE PROTEIN,Q86VZ4,, Low-density lipoprotein receptor-related protein 11 (LRP11_HUMAN),6,LRP11,13.60,false,4.00,20.00,0.01,1058.00,53.28,100.00,,,,,true
990.00,SINGLE PROTEIN,P35754,, Glutaredoxin-1 (GLRX1_HUMAN),5,GLRX,48.11,true,4.00,7.00,0.01,752.00,11.77,100.00,,,,,true
991.00,SINGLE PROTEIN,Q86X29,, Lipolysis-stimulated lipoprotein receptor (LSR_HUMAN),19,LSR,7.55,false,4.00,7.00,0.01,1052.00,71.39,100.00,,,,,true
992.00,SINGLE PROTEIN,Q16775,, Hydroxyacylglutathione hydrolase, mitochondrial (GLO2_HUMAN),16,HAGH,16.56,false,4.00,6.00,0.01,933.00,33.78,100.00,,,,,true
993.00,SINGLE PROTEIN,Q13634,, Cadherin-18 (CAD18_HUMAN),5,CDH18,6.08,true,4.00,15.00,0.01,734.00,88.02,100.00,,,,,true
994.00,SINGLE PROTEIN,Q9BXJ0,, Complement C1q tumor necrosis factor-related protein 5 (C1QT5_HUMAN),11,C1QTNF5,23.46,false,4.00,22.00,0.05,352.00,25.28,100.00,,,,,true
995.00,SINGLE PROTEIN,Q13232,, Nucleoside diphosphate kinase 3 (NDK3_HUMAN),16,NME3,28.99,false,4.00,10.00,0.02,669.00,19.00,100.00,,,,,true
996.00,SINGLE PROTEIN,Q10469,, Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (MGAT2_HUMAN),14,MGAT2,11.19,false,4.00,8.00,0.00,1193.00,51.52,100.00,,,,,true
997.00,SINGLE PROTEIN,P01236,, Prolactin (PRL_HUMAN),6,PRL,19.82,false,4.00,5.00,0.01,888.00,25.86,100.00,,,,,true
998.00,SINGLE PROTEIN,O43291,, Kunitz-type protease inhibitor 2 (SPIT2_HUMAN),19,SPINT2,15.08,false,4.00,25.00,0.06,267.00,28.21,100.00,,,,,true
999.00,SINGLE PROTEIN,P13693,, Translationally-controlled tumor protein (TCTP_HUMAN),13,TPT1,22.67,false,4.00,5.00,0.01,760.00,19.58,100.00,,,,,true
1000.00,SINGLE PROTEIN,Q4LDE5,, Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (SVEP1_HUMAN),9,SVEP1,1.34,false,4.00,6.00,0.00,1603.00,389.91,100.00,,,,,true
1001.00,SINGLE PROTEIN,Q5JRA6,, Melanoma inhibitory activity protein 3 (MIA3_HUMAN),1,MIA3,2.46,false,4.00,9.00,0.00,1505.00,213.57,100.00,,,,,true
1002.00,SINGLE PROTEIN,P23434,, Glycine cleavage system H protein, mitochondrial (GCSH_HUMAN),16,GCSH,17.34,false,4.00,7.00,0.03,482.00,18.87,100.00,,,,,true
1003.00,SINGLE PROTEIN,Q16658,, Fascin (FSCN1_HUMAN),7,FSCN1,12.98,false,4.00,9.00,0.00,1366.00,54.50,100.00,,,,,true
1004.00,SINGLE PROTEIN,Q9BWP8,, Collectin-11 (COL11_HUMAN),2,COLEC11,19.19,false,4.00,10.00,0.03,497.00,28.65,100.00,,,,,true
1005.00,SINGLE PROTEIN,Q9NZU1,, Leucine-rich repeat transmembrane protein FLRT1 (FLRT1_HUMAN),11,FLRT1,7.43,false,4.00,7.00,0.00,1423.00,71.31,100.00,,,,,true
1006.00,SINGLE PROTEIN,P00352,, Retinal dehydrogenase 1 (AL1A1_HUMAN),9,ALDH1A1,12.57,false,4.00,7.00,0.00,1296.00,54.83,100.00,,,,,true
1007.00,SINGLE PROTEIN,P78536,, Disintegrin and metalloproteinase domain-containing protein 17 (ADA17_HUMAN),2,ADAM17,6.43,false,4.00,6.00,0.00,1384.00,92.96,100.00,,,,,true
1008.00,SINGLE PROTEIN,P54108,, Cysteine-rich secretory protein 3 (CRIS3_HUMAN),6,CRISP3,29.80,true,4.00,12.00,0.04,401.00,27.61,100.00,,,,,true
1009.00,SINGLE PROTEIN,Q9H6X2,, Anthrax toxin receptor 1 (ANTR1_HUMAN),2,ANTXR1,5.50,false,4.00,16.00,0.01,1117.00,62.75,100.00,,,,,true
1010.00,SINGLE PROTEIN,P34949,, Mannose-6-phosphate isomerase (MPI_HUMAN),15,MPI,13.71,false,4.00,6.00,0.00,1225.00,46.63,100.00,,,,,true
1011.00,SINGLE PROTEIN,Q14894,, Ketimine reductase mu-crystallin (CRYM_HUMAN),16,CRYM,21.97,false,4.00,9.00,0.02,589.00,33.75,100.00,,,,,true
1012.00,SINGLE PROTEIN,Q9BSG5,, Retbindin (RTBDN_HUMAN),19,RTBDN,32.75,false,4.00,7.00,0.01,797.00,24.60,100.00,,,,,true
1013.00,SINGLE PROTEIN,Q9HCU4,, Cadherin EGF LAG seven-pass G-type receptor 2 (CELR2_HUMAN),1,CELSR2,2.05,false,4.00,11.00,0.00,1573.00,317.25,100.00,,,,,true
1014.00,SINGLE PROTEIN,Q9UIW2,, Plexin-A1 (PLXA1_HUMAN),3,PLXNA1,2.06,false,4.00,9.00,0.00,1508.00,210.93,100.00,,,,,true
1015.00,SINGLE PROTEIN,P20333,, Tumor necrosis factor receptor superfamily member 1B (TNR1B_HUMAN),1,TNFRSF1B,10.20,true,4.00,11.00,0.02,655.00,48.26,100.00,,,,,true
1016.00,SINGLE PROTEIN,O75711,, Scrapie-responsive protein 1 (SCRG1_HUMAN),4,SCRG1,65.31,false,4.00,21.00,0.11,155.00,11.07,100.00,,,,,true
1017.00,SINGLE PROTEIN,Q15768,, Ephrin-B3 (EFNB3_HUMAN),17,EFNB3,16.18,false,4.00,14.00,0.01,770.00,35.81,100.00,,,,,true
