CSF-PR / CSF MIXED-MODE DEPLETED FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Validated
1256.00,SINGLE PROTEIN,P30711,, Glutathione S-transferase theta-1 (GSTT1_HUMAN),22,GSTT1,25.42,true,4.00,5.00,0.01,1049.00,27.32,100.00,true
1257.00,SINGLE PROTEIN,Q8N8Z6,, Discoidin, CUB and LCCL domain-containing protein 1 (DCBD1_HUMAN),6,DCBLD1,8.11,false,4.00,8.00,0.00,1579.00,77.87,100.00,true
1258.00,SINGLE PROTEIN,Q96JF0,, Beta-galactoside alpha-2,6-sialyltransferase 2 (SIAT2_HUMAN),2,ST6GAL2,9.07,false,4.00,8.00,0.00,1409.00,60.12,100.00,true
1259.00,SINGLE PROTEIN,Q01814,, Plasma membrane calcium-transporting ATPase 2 (AT2B2_HUMAN),3,ATP2B2,4.91,false,4.00,4.00,0.00,2173.00,136.79,100.00,true
1260.00,SINGLE PROTEIN,P13747,, HLA class I histocompatibility antigen, alpha chain E (HLAE_HUMAN),6,HLA-E,11.45,false,4.00,6.00,0.01,1320.00,40.13,100.00,true
1261.00,SINGLE PROTEIN,P03950,, Angiogenin (ANGI_HUMAN),14,ANG,40.14,false,4.00,29.00,0.10,142.00,16.54,100.00,true
1262.00,SINGLE PROTEIN,Q96SM3,, Probable carboxypeptidase X1 (CPXM1_HUMAN),20,CPXM1,8.72,false,4.00,5.00,0.00,1737.00,81.62,100.00,true
1263.00,SINGLE PROTEIN,Q86YT9,, Junctional adhesion molecule-like (JAML1_HUMAN),11,AMICA1,10.15,false,4.00,9.00,0.01,882.00,44.31,100.00,true
1264.00,SINGLE PROTEIN,P12883,, Myosin-7 (MYH7_HUMAN),14,MYH7,2.89,false,4.00,4.00,0.00,2248.00,222.96,100.00,true
1265.00,SINGLE PROTEIN,Q9BRF8,, Serine/threonine-protein phosphatase CPPED1 (CPPED_HUMAN),16,CPPED1,20.38,true,4.00,6.00,0.00,1578.00,35.53,100.00,true
1266.00,SINGLE PROTEIN,P35579,, Myosin-9 (MYH9_HUMAN),22,MYH9,2.60,false,4.00,7.00,0.00,2165.00,226.39,100.00,true
1267.00,SINGLE PROTEIN,P04844,, Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (RPN2_HUMAN),20,RPN2,12.20,false,4.00,8.00,0.01,1163.00,69.24,100.00,true
1268.00,SINGLE PROTEIN,Q96FW1,, Ubiquitin thioesterase OTUB1 (OTUB1_HUMAN),11,OTUB1,19.19,false,4.00,5.00,0.01,1011.00,31.26,100.00,true
1269.00,SINGLE PROTEIN,Q14CZ8,, Hepatocyte cell adhesion molecule (HECAM_HUMAN),11,HEPACAM,13.94,false,4.00,25.00,0.05,295.00,46.00,100.00,true
1270.00,SINGLE PROTEIN,Q15257,, Serine/threonine-protein phosphatase 2A activator (PTPA_HUMAN),9,PPP2R4,17.32,false,4.00,6.00,0.01,1296.00,40.64,100.00,true
1271.00,SINGLE PROTEIN,Q9BRA2,, Thioredoxin domain-containing protein 17 (TXD17_HUMAN),17,TXNDC17,38.21,false,4.00,13.00,0.06,253.00,13.93,100.00,true
1272.00,SINGLE PROTEIN,Q92692,, Nectin-2 (PVRL2_HUMAN),19,PVRL2,11.52,true,4.00,12.00,0.01,845.00,57.71,100.00,true
1273.00,SINGLE PROTEIN,P07478,, Trypsin-2 (TRY2_HUMAN),,PRSS2,21.86,false,4.00,9.00,0.02,527.00,26.47,100.00,true
1274.00,SINGLE PROTEIN,Q01082,, Spectrin beta chain, non-erythrocytic 1 (SPTB2_HUMAN),2,SPTBN1,2.03,false,4.00,5.00,0.00,2194.00,274.44,100.00,true
1275.00,SINGLE PROTEIN,P10619,, Lysosomal protective protein (PPGB_HUMAN),20,CTSA,14.17,false,4.00,7.00,0.01,1365.00,54.43,100.00,true
1276.00,SINGLE PROTEIN,P22607,, Fibroblast growth factor receptor 3 (FGFR3_HUMAN),4,FGFR3,4.84,false,4.00,17.00,0.01,1368.00,87.65,100.00,true
1277.00,SINGLE PROTEIN,Q13444,, Disintegrin and metalloproteinase domain-containing protein 15 (ADA15_HUMAN),1,ADAM15,7.42,false,4.00,8.00,0.00,1488.00,92.90,100.00,true
1278.00,SINGLE PROTEIN,P12830,, Cadherin-1 (CADH1_HUMAN),16,CDH1,9.30,false,4.00,10.00,0.00,1459.00,97.40,100.00,true
1279.00,SINGLE PROTEIN,Q06141,, Regenerating islet-derived protein 3-alpha (REG3A_HUMAN),2,REG3A,27.43,false,3.00,9.00,0.04,344.00,19.38,100.00,true
1280.00,SINGLE PROTEIN,Q9Y266,, Nuclear migration protein nudC (NUDC_HUMAN),1,NUDC,10.57,false,3.00,6.00,0.01,896.00,38.22,100.00,true
1281.00,SINGLE PROTEIN,P21926,, CD9 antigen (CD9_HUMAN),12,CD9,20.61,false,3.00,8.00,0.02,579.00,25.40,100.00,true
1282.00,SINGLE PROTEIN,Q9Y275,, Tumor necrosis factor ligand superfamily member 13B (TN13B_HUMAN),13,TNFSF13B,14.74,false,3.00,4.00,0.01,1253.00,31.20,100.00,true
1283.00,SINGLE PROTEIN,Q8WXB1,, Protein N-lysine methyltransferase METTL21A (MT21A_HUMAN),2,METTL21A,18.81,true,3.00,3.00,0.01,955.00,24.58,100.00,true
1284.00,SINGLE PROTEIN,P61158,, Actin-related protein 3 (ARP3_HUMAN),2,ACTR3,8.85,false,3.00,4.00,0.00,1438.00,47.34,100.00,true
1285.00,SINGLE PROTEIN,Q92537,, Sushi domain-containing protein 6 (SUSD6_HUMAN),14,KIAA0247,10.89,false,3.00,3.00,0.01,826.00,32.07,100.00,true
1286.00,SINGLE PROTEIN,P61106,, Ras-related protein Rab-14 (RAB14_HUMAN),9,RAB14,19.07,false,3.00,7.00,0.01,898.00,23.88,100.00,true
1287.00,SINGLE PROTEIN,Q96EE4,, Coiled-coil domain-containing protein 126 (CC126_HUMAN),7,CCDC126,27.14,false,3.00,12.00,0.06,256.00,15.66,100.00,true
1288.00,SINGLE PROTEIN,Q96MK3,, Pseudokinase FAM20A (FA20A_HUMAN),17,FAM20A,8.87,false,3.00,10.00,0.01,1184.00,61.38,100.00,true
1289.00,SINGLE PROTEIN,P49418,, Amphiphysin (AMPH_HUMAN),7,AMPH,9.06,true,3.00,7.00,0.01,1172.00,76.21,100.00,true
1290.00,SINGLE PROTEIN,Q6GTX8,, Leukocyte-associated immunoglobulin-like receptor 1 (LAIR1_HUMAN),19,LAIR1,12.20,false,3.00,11.00,0.03,444.00,31.39,100.00,true
1291.00,SINGLE PROTEIN,P48551,, Interferon alpha/beta receptor 2 (INAR2_HUMAN),21,IFNAR2,9.51,true,3.00,8.00,0.02,649.00,57.72,100.00,true
1292.00,SINGLE PROTEIN,P17813,, Endoglin (EGLN_HUMAN),9,ENG,7.90,false,3.00,4.00,0.01,1310.00,70.53,100.00,true
1293.00,SINGLE PROTEIN,Q92935,, Exostosin-like 1 (EXTL1_HUMAN),1,EXTL1,7.40,false,3.00,5.00,0.00,1470.00,74.65,100.00,true
1294.00,RELATED PROTEINS,P04350,P07437,P68371,Q13509, Tubulin beta-4A chain (TBB4A_HUMAN),19,TUBB4A,4.95,false,3.00,6.00,0.00,1882.00,49.55,100.00,true
1295.00,SINGLE PROTEIN,Q9Y5R5,, Doublesex- and mab-3-related transcription factor 2 (DMRT2_HUMAN),9,DMRT2,7.49,true,3.00,14.00,0.01,919.00,61.77,100.00,true
1296.00,SINGLE PROTEIN,Q9NWV4,, UPF0587 protein C1orf123 (CA123_HUMAN),1,C1ORF123,30.00,false,3.00,7.00,0.03,485.00,18.04,100.00,true
1297.00,SINGLE PROTEIN,Q9UKJ1,, Paired immunoglobulin-like type 2 receptor alpha (PILRA_HUMAN),7,PILRA,12.54,false,3.00,6.00,0.01,1174.00,33.98,100.00,true
1298.00,SINGLE PROTEIN,Q96MM7,, Heparan-sulfate 6-O-sulfotransferase 2 (H6ST2_HUMAN),X,HS6ST2,6.94,false,3.00,6.00,0.00,1780.00,69.09,100.00,true
1299.00,SINGLE PROTEIN,A2RU67,, Uncharacterized protein KIAA1467 (K1467_HUMAN),12,KIAA1467,4.98,false,3.00,8.00,0.01,1371.00,67.00,100.00,true
1300.00,SINGLE PROTEIN,Q9NXS2,, Glutaminyl-peptide cyclotransferase-like protein (QPCTL_HUMAN),19,QPCTL,12.57,false,3.00,5.00,0.00,1576.00,42.90,100.00,true
1301.00,SINGLE PROTEIN,P01871,, Ig mu chain C region (IGHM_HUMAN),14,IGHM,11.73,false,3.00,12.00,0.01,1047.00,49.28,100.00,true
1302.00,SINGLE PROTEIN,P55289,, Cadherin-12 (CAD12_HUMAN),5,CDH12,6.30,false,3.00,6.00,0.00,1476.00,88.28,100.00,true
1303.00,SINGLE PROTEIN,Q9NY72,, Sodium channel subunit beta-3 (SCN3B_HUMAN),11,SCN3B,18.60,false,3.00,6.00,0.02,725.00,24.69,100.00,true
1304.00,SINGLE PROTEIN,Q9H0R4,, Haloacid dehalogenase-like hydrolase domain-containing protein 2 (HDHD2_HUMAN),18,HDHD2,20.46,false,3.00,8.00,0.01,934.00,28.52,100.00,true
1305.00,SINGLE PROTEIN,Q9NPF0,, CD320 antigen (CD320_HUMAN),19,CD320,11.70,false,3.00,6.00,0.03,399.00,28.97,100.00,true
1306.00,SINGLE PROTEIN,Q14247,, Src substrate cortactin (SRC8_HUMAN),11,CTTN,7.64,false,3.00,4.00,0.00,1642.00,61.55,100.00,true
1307.00,SINGLE PROTEIN,P35219,, Carbonic anhydrase-related protein (CAH8_HUMAN),8,CA8,17.59,false,3.00,4.00,0.01,1041.00,32.95,100.00,true
1308.00,SINGLE PROTEIN,P49862,, Kallikrein-7 (KLK7_HUMAN),19,KLK7,22.92,false,3.00,7.00,0.01,1190.00,27.51,100.00,true
1309.00,SINGLE PROTEIN,Q86XX4,, Extracellular matrix protein FRAS1 (FRAS1_HUMAN),4,FRAS1,1.37,false,3.00,3.00,0.00,2270.00,442.65,100.00,true
1310.00,SINGLE PROTEIN,P78333,, Glypican-5 (GPC5_HUMAN),13,GPC5,6.64,false,3.00,6.00,0.01,1179.00,63.67,100.00,true
1311.00,SINGLE PROTEIN,Q07092,, Collagen alpha-1(XVI) chain (COGA1_HUMAN),1,COL16A1,3.62,false,3.00,8.00,0.00,1975.00,157.65,100.00,true
1312.00,SINGLE PROTEIN,Q15124,, Phosphoglucomutase-like protein 5 (PGM5_HUMAN),9,PGM5,5.82,false,3.00,5.00,0.00,1710.00,62.19,100.00,true
1313.00,SINGLE PROTEIN,Q96J42,, Thioredoxin domain-containing protein 15 (TXD15_HUMAN),5,TXNDC15,14.72,false,3.00,4.00,0.01,1052.00,39.86,100.00,true
1314.00,SINGLE PROTEIN,Q9UKY0,, Prion-like protein doppel (PRND_HUMAN),20,PRND,16.48,false,3.00,5.00,0.02,626.00,20.28,100.00,true
1315.00,SINGLE PROTEIN,Q16832,, Discoidin domain-containing receptor 2 (DDR2_HUMAN),1,DDR2,6.32,false,3.00,7.00,0.00,1859.00,96.67,100.00,true
1316.00,SINGLE PROTEIN,Q9BUJ0,, Alpha/beta hydrolase domain-containing protein 14A (ABHEA_HUMAN),3,ABHD14A,22.14,false,3.00,7.00,0.01,860.00,29.75,100.00,true
1317.00,SINGLE PROTEIN,P45877,, Peptidyl-prolyl cis-trans isomerase C (PPIC_HUMAN),5,PPIC,13.21,true,3.00,22.00,0.11,127.00,22.75,100.00,true
1318.00,SINGLE PROTEIN,Q8IWT1,, Sodium channel subunit beta-4 (SCN4B_HUMAN),11,SCN4B,16.23,false,3.00,9.00,0.01,1018.00,24.95,100.00,true
1319.00,SINGLE PROTEIN,Q16853,, Membrane primary amine oxidase (AOC3_HUMAN),17,AOC3,6.29,false,3.00,4.00,0.00,1821.00,84.57,100.00,true
1320.00,SINGLE PROTEIN,Q96IU4,, Alpha/beta hydrolase domain-containing protein 14B (ABHEB_HUMAN),3,ABHD14B,21.90,false,3.00,8.00,0.03,492.00,22.33,100.00,true
1321.00,SINGLE PROTEIN,P10915,, Hyaluronan and proteoglycan link protein 1 (HPLN1_HUMAN),5,HAPLN1,12.71,false,3.00,4.00,0.00,1391.00,40.14,100.00,true
1322.00,SINGLE PROTEIN,P16234,, Platelet-derived growth factor receptor alpha (PGFRA_HUMAN),4,PDGFRA,5.23,false,3.00,10.00,0.00,1729.00,122.59,100.00,true
1323.00,SINGLE PROTEIN,Q9GZX9,, Twisted gastrulation protein homolog 1 (TWSG1_HUMAN),18,TWSG1,24.66,false,3.00,12.00,0.02,636.00,25.00,100.00,true
1324.00,SINGLE PROTEIN,P56705,, Protein Wnt-4 (WNT4_HUMAN),1,WNT4,8.83,false,3.00,6.00,0.00,1771.00,39.03,100.00,true
1325.00,SINGLE PROTEIN,Q96HF1,, Secreted frizzled-related protein 2 (SFRP2_HUMAN),4,SFRP2,20.00,false,3.00,4.00,0.01,1331.00,33.47,100.00,true
1326.00,SINGLE PROTEIN,P08637,, Low affinity immunoglobulin gamma Fc region receptor III-A (FCG3A_HUMAN),1,FCGR3A,13.78,false,3.00,12.00,0.05,289.00,29.07,100.00,true
1327.00,SINGLE PROTEIN,Q8NCW6,, Polypeptide N-acetylgalactosaminyltransferase 11 (GLT11_HUMAN),7,GALNT11,5.76,false,3.00,6.00,0.00,1538.00,68.87,100.00,true
1328.00,SINGLE PROTEIN,O60512,, Beta-1,4-galactosyltransferase 3 (B4GT3_HUMAN),1,B4GALT3,10.69,false,3.00,5.00,0.00,1413.00,43.90,100.00,true
1329.00,SINGLE PROTEIN,Q96LR4,, Protein FAM19A4 (F19A4_HUMAN),3,FAM19A4,20.00,false,3.00,7.00,0.01,1014.00,15.67,100.00,true
1330.00,SINGLE PROTEIN,P04271,, Protein S100-B (S100B_HUMAN),21,S100B,40.22,false,3.00,9.00,0.05,275.00,10.71,100.00,true
1331.00,SINGLE PROTEIN,P10092,, Calcitonin gene-related peptide 2 (CALCB_HUMAN),11,CALCB,22.05,false,3.00,14.00,0.04,336.00,13.70,100.00,true
1332.00,SINGLE PROTEIN,Q504Y2,, Extracellular tyrosine-protein kinase PKDCC (PKDCC_HUMAN),2,PKDCC,9.13,false,3.00,5.00,0.01,1239.00,54.10,100.00,true
1333.00,SINGLE PROTEIN,Q8N6Q3,, CD177 antigen (CD177_HUMAN),19,CD177,12.13,false,3.00,7.00,0.00,1461.00,46.33,100.00,true
1334.00,SINGLE PROTEIN,P14415,, Sodium/potassium-transporting ATPase subunit beta-2 (AT1B2_HUMAN),17,ATP1B2,8.62,false,3.00,8.00,0.01,846.00,33.35,100.00,true
1335.00,SINGLE PROTEIN,O76061,, Stanniocalcin-2 (STC2_HUMAN),5,STC2,7.95,false,3.00,15.00,0.02,601.00,33.23,100.00,true
1336.00,SINGLE PROTEIN,P17927,, Complement receptor type 1 (CR1_HUMAN),1,CR1,4.51,false,3.00,4.00,0.00,2224.00,223.52,100.00,true
1337.00,SINGLE PROTEIN,P23381,, Tryptophan--tRNA ligase, cytoplasmic (SYWC_HUMAN),14,WARS,12.10,true,3.00,5.00,0.00,1681.00,53.13,100.00,true
1338.00,SINGLE PROTEIN,P04629,, High affinity nerve growth factor receptor (NTRK1_HUMAN),1,NTRK1,7.04,false,3.00,6.00,0.01,1289.00,87.44,100.00,true
1339.00,SINGLE PROTEIN,P26885,, Peptidyl-prolyl cis-trans isomerase FKBP2 (FKBP2_HUMAN),11,FKBP2,40.14,false,3.00,3.00,0.01,1225.00,15.64,100.00,true
1340.00,SINGLE PROTEIN,P29966,, Myristoylated alanine-rich C-kinase substrate (MARCS_HUMAN),6,MARCKS,9.04,true,3.00,7.00,0.01,1306.00,31.54,100.00,true
1341.00,SINGLE PROTEIN,Q9BT88,, Synaptotagmin-11 (SYT11_HUMAN),1,SYT11,8.35,false,3.00,3.00,0.00,1920.00,48.27,100.00,true
1342.00,SINGLE PROTEIN,O75173,, A disintegrin and metalloproteinase with thrombospondin motifs 4 (ATS4_HUMAN),1,ADAMTS4,4.42,true,3.00,8.00,0.00,1887.00,90.14,100.00,true
1343.00,SINGLE PROTEIN,O60909,, Beta-1,4-galactosyltransferase 2 (B4GT2_HUMAN),1,B4GALT2,13.44,false,3.00,4.00,0.00,1726.00,41.95,100.00,true
1344.00,SINGLE PROTEIN,Q9UJH8,, Meteorin (METRN_HUMAN),16,METRN,14.33,false,3.00,8.00,0.02,532.00,31.19,100.00,true
1345.00,SINGLE PROTEIN,Q96HY6,, DDRGK domain-containing protein 1 (DDRGK_HUMAN),20,DDRGK1,14.33,false,3.00,8.00,0.01,869.00,35.59,100.00,true
1346.00,SINGLE PROTEIN,Q9NX46,, Poly(ADP-ribose) glycohydrolase ARH3 (ARHL2_HUMAN),1,ADPRHL2,9.37,true,3.00,2.00,0.00,2091.00,38.92,100.00,true
1347.00,SINGLE PROTEIN,Q16773,, Kynurenine--oxoglutarate transaminase 1 (KAT1_HUMAN),9,CCBL1,11.85,false,3.00,4.00,0.00,1392.00,47.84,100.00,true
1348.00,SINGLE PROTEIN,Q16775,, Hydroxyacylglutathione hydrolase, mitochondrial (GLO2_HUMAN),16,HAGH,11.36,false,3.00,5.00,0.01,938.00,33.78,100.00,true
1349.00,SINGLE PROTEIN,Q8TAL6,, Fin bud initiation factor homolog (FIBIN_HUMAN),11,FIBIN,21.33,false,3.00,3.00,0.01,1095.00,24.26,100.00,true
1350.00,SINGLE PROTEIN,Q15459,, Splicing factor 3A subunit 1 (SF3A1_HUMAN),22,SF3A1,6.31,false,3.00,6.00,0.00,2020.00,88.83,100.00,true
1351.00,SINGLE PROTEIN,Q16799,, Reticulon-1 (RTN1_HUMAN),14,RTN1,6.83,true,3.00,7.00,0.00,1558.00,83.57,100.00,true
1352.00,RELATED PROTEINS,Q9UN74,Q9Y5H5, Protocadherin alpha-4 (PCDA4_HUMAN),5,PCDHA4,4.33,false,3.00,3.00,0.00,2047.00,102.23,100.00,true
1353.00,SINGLE PROTEIN,Q8N3G9,, Transmembrane protein 130 (TM130_HUMAN),7,TMEM130,12.87,false,3.00,8.00,0.01,1112.00,48.30,100.00,true
1354.00,SINGLE PROTEIN,Q99946,, Proline-rich transmembrane protein 1 (PRRT1_HUMAN),6,PRRT1,8.50,false,3.00,10.00,0.12,118.00,31.41,100.00,true
1355.00,SINGLE PROTEIN,Q9Y5E8,, Protocadherin beta-15 (PCDBF_HUMAN),5,PCDHB15,6.86,false,3.00,11.00,0.00,1481.00,86.28,100.00,true
1356.00,SINGLE PROTEIN,O15118,, Niemann-Pick C1 protein (NPC1_HUMAN),18,NPC1,3.60,false,3.00,6.00,0.00,1994.00,142.07,100.00,true
1357.00,SINGLE PROTEIN,O75636,, Ficolin-3 (FCN3_HUMAN),1,FCN3,12.71,false,3.00,7.00,0.00,1440.00,32.88,100.00,true
1358.00,SINGLE PROTEIN,Q9BXJ4,, Complement C1q tumor necrosis factor-related protein 3 (C1QT3_HUMAN),5,C1QTNF3,11.79,false,3.00,19.00,0.11,122.00,26.98,100.00,true
1359.00,SINGLE PROTEIN,Q9H008,, Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (LHPP_HUMAN),10,LHPP,19.26,false,3.00,3.00,0.01,1194.00,29.15,100.00,true
1360.00,SINGLE PROTEIN,P30046,, D-dopachrome decarboxylase (DOPD_HUMAN),22,DDT,32.20,false,3.00,4.00,0.02,530.00,12.70,100.00,true
1361.00,SINGLE PROTEIN,P30048,, Thioredoxin-dependent peroxide reductase, mitochondrial (PRDX3_HUMAN),10,PRDX3,13.28,false,3.00,6.00,0.02,646.00,27.68,100.00,true
1362.00,SINGLE PROTEIN,Q58EX2,, Protein sidekick-2 (SDK2_HUMAN),17,SDK2,1.84,false,3.00,3.00,0.00,2207.00,239.25,100.00,true
1363.00,SINGLE PROTEIN,O75629,, Protein CREG1 (CREG1_HUMAN),1,CREG1,22.27,false,3.00,7.00,0.03,427.00,24.06,100.00,true
1364.00,SINGLE PROTEIN,P08138,, Tumor necrosis factor receptor superfamily member 16 (TNR16_HUMAN),17,NGFR,9.37,false,3.00,8.00,0.01,808.00,45.15,100.00,true
1365.00,SINGLE PROTEIN,P09467,, Fructose-1,6-bisphosphatase 1 (F16P1_HUMAN),9,FBP1,14.20,true,3.00,3.00,0.00,1580.00,36.82,100.00,true
1366.00,SINGLE PROTEIN,Q9H3U7,, SPARC-related modular calcium-binding protein 2 (SMOC2_HUMAN),6,SMOC2,10.31,false,3.00,6.00,0.00,1426.00,49.64,100.00,true
1367.00,SINGLE PROTEIN,Q9H3T2,, Semaphorin-6C (SEM6C_HUMAN),1,SEMA6C,4.84,false,3.00,7.00,0.00,1938.00,99.62,100.00,true
1368.00,SINGLE PROTEIN,P14174,, Macrophage migration inhibitory factor (MIF_HUMAN),22,MIF,10.43,true,3.00,16.00,0.10,131.00,12.47,100.00,true
1369.00,SINGLE PROTEIN,Q9NQW7,, Xaa-Pro aminopeptidase 1 (XPP1_HUMAN),10,XPNPEP1,6.74,false,3.00,5.00,0.00,1812.00,69.87,100.00,true
1370.00,SINGLE PROTEIN,O60664,, Perilipin-3 (PLIN3_HUMAN),19,PLIN3,13.36,false,3.00,4.00,0.01,1265.00,47.05,100.00,true
1371.00,SINGLE PROTEIN,P35080,, Profilin-2 (PROF2_HUMAN),3,PFN2,26.43,false,3.00,5.00,0.00,1431.00,15.04,100.00,true
1372.00,SINGLE PROTEIN,P50281,, Matrix metalloproteinase-14 (MMP14_HUMAN),14,MMP14,6.01,false,3.00,7.00,0.01,1312.00,65.85,100.00,true
1373.00,SINGLE PROTEIN,Q4G148,, Glucoside xylosyltransferase 1 (GXLT1_HUMAN),12,GXYLT1,7.27,false,3.00,4.00,0.00,1754.00,50.53,100.00,true
1374.00,SINGLE PROTEIN,P08709,, Coagulation factor VII (FA7_HUMAN),13,F7,11.37,false,3.00,5.00,0.00,1718.00,51.56,100.00,true
1375.00,SINGLE PROTEIN,Q9UN67,, Protocadherin beta-10 (PCDBA_HUMAN),5,PCDHB10,4.38,false,3.00,4.00,0.00,2009.00,87.57,100.00,true
1376.00,SINGLE PROTEIN,Q8IYR6,, Tomoregulin-1 (TEFF1_HUMAN),9,TMEFF1,14.74,false,3.00,11.00,0.01,1241.00,40.91,100.00,true
1377.00,SINGLE PROTEIN,Q7L266,, Isoaspartyl peptidase/L-asparaginase (ASGL1_HUMAN),11,ASRGL1,14.61,false,3.00,5.00,0.01,1177.00,32.03,100.00,true
1378.00,SINGLE PROTEIN,Q8TDF5,, Neuropilin and tolloid-like protein 1 (NETO1_HUMAN),18,NETO1,6.00,false,3.00,6.00,0.00,1511.00,60.15,100.00,true
1379.00,SINGLE PROTEIN,P60033,, CD81 antigen (CD81_HUMAN),11,CD81,25.00,false,3.00,7.00,0.03,392.00,25.79,100.00,true
1380.00,SINGLE PROTEIN,Q13501,, Sequestosome-1 (SQSTM_HUMAN),5,SQSTM1,12.05,false,3.00,5.00,0.00,1489.00,47.66,100.00,true
1381.00,SINGLE PROTEIN,Q6JBY9,, CapZ-interacting protein (CPZIP_HUMAN),1,RCSD1,7.45,false,3.00,5.00,0.00,1670.00,44.48,100.00,true
1382.00,SINGLE PROTEIN,Q86UW8,, Hyaluronan and proteoglycan link protein 4 (HPLN4_HUMAN),19,HAPLN4,10.95,false,3.00,8.00,0.00,1399.00,42.77,100.00,true
1383.00,SINGLE PROTEIN,Q9BRR6,, ADP-dependent glucokinase (ADPGK_HUMAN),15,ADPGK,8.65,false,3.00,6.00,0.01,907.00,54.05,100.00,true
1384.00,SINGLE PROTEIN,P25686,, DnaJ homolog subfamily B member 2 (DNJB2_HUMAN),2,DNAJB2,7.72,true,3.00,8.00,0.01,1088.00,35.56,100.00,true
1385.00,SINGLE PROTEIN,O60613,, 15 kDa selenoprotein (SEP15_HUMAN),,SEP15,23.46,false,3.00,8.00,0.03,475.00,17.78,100.00,true
1386.00,SINGLE PROTEIN,Q8NBI3,, Draxin (DRAXI_HUMAN),1,DRAXIN,12.89,false,3.00,5.00,0.01,1319.00,38.63,100.00,true
1387.00,SINGLE PROTEIN,Q9UIK5,, Tomoregulin-2 (TEFF2_HUMAN),2,TMEFF2,8.82,false,3.00,7.00,0.00,1494.00,41.40,100.00,true
1388.00,SINGLE PROTEIN,Q01973,, Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1_HUMAN),1,ROR1,4.80,false,3.00,5.00,0.00,1591.00,104.22,100.00,true
1389.00,SINGLE PROTEIN,O43240,, Kallikrein-10 (KLK10_HUMAN),19,KLK10,14.13,false,3.00,5.00,0.01,1325.00,30.15,100.00,true
1390.00,SINGLE PROTEIN,P17600,, Synapsin-1 (SYN1_HUMAN),X,SYN1,8.65,true,3.00,8.00,0.01,1374.00,74.07,100.00,true
1391.00,SINGLE PROTEIN,P52823,, Stanniocalcin-1 (STC1_HUMAN),8,STC1,18.22,false,3.00,4.00,0.01,1091.00,27.60,100.00,true
1392.00,SINGLE PROTEIN,Q8NBK3,, Sulfatase-modifying factor 1 (SUMF1_HUMAN),3,SUMF1,11.76,false,3.00,4.00,0.01,1214.00,40.53,100.00,true
1393.00,SINGLE PROTEIN,P04792,, Heat shock protein beta-1 (HSPB1_HUMAN),7,HSPB1,20.98,false,3.00,5.00,0.02,541.00,22.77,100.00,true
1394.00,SINGLE PROTEIN,P43034,, Platelet-activating factor acetylhydrolase IB subunit alpha (LIS1_HUMAN),17,PAFAH1B1,6.34,false,3.00,7.00,0.00,1394.00,46.61,100.00,true
1395.00,SINGLE PROTEIN,P21246,, Pleiotrophin (PTN_HUMAN),7,PTN,23.81,false,3.00,5.00,0.02,711.00,18.93,100.00,true
1396.00,SINGLE PROTEIN,P20382,, Pro-MCH (MCH_HUMAN),12,PMCH,16.36,false,3.00,6.00,0.01,838.00,18.67,100.00,true
1397.00,SINGLE PROTEIN,Q13145,, BMP and activin membrane-bound inhibitor homolog (BAMBI_HUMAN),10,BAMBI,17.31,false,3.00,11.00,0.01,952.00,29.09,100.00,true
1398.00,SINGLE PROTEIN,P60880,, Synaptosomal-associated protein 25 (SNP25_HUMAN),20,SNAP25,7.28,false,3.00,7.00,0.01,1262.00,23.30,100.00,true
1399.00,UNRELATED PROTEINS,P50502,Q8IZP2, Hsc70-interacting protein (F10A1_HUMAN),22,ST13,11.92,false,3.00,8.00,0.01,1369.00,41.31,100.00,true
1400.00,SINGLE PROTEIN,Q9BWP8,, Collectin-11 (COL11_HUMAN),2,COLEC11,9.96,false,3.00,5.00,0.00,1482.00,28.65,100.00,true
1401.00,SINGLE PROTEIN,P15848,, Arylsulfatase B (ARSB_HUMAN),5,ARSB,9.38,false,3.00,4.00,0.01,1301.00,59.65,100.00,true
1402.00,SINGLE PROTEIN,Q5ZPR3,, CD276 antigen (CD276_HUMAN),15,CD276,13.48,false,3.00,4.00,0.01,1167.00,57.20,100.00,true
1403.00,SINGLE PROTEIN,Q9GZM7,, Tubulointerstitial nephritis antigen-like (TINAL_HUMAN),1,TINAGL1,9.42,false,3.00,7.00,0.00,1760.00,52.35,100.00,true
1404.00,SINGLE PROTEIN,Q13519,, Prepronociceptin (PNOC_HUMAN),8,PNOC,18.75,true,3.00,45.00,0.12,116.00,20.28,100.00,true
1405.00,SINGLE PROTEIN,O75781,, Paralemmin-1 (PALM_HUMAN),19,PALM,13.44,false,3.00,4.00,0.00,1643.00,42.05,100.00,true
1406.00,SINGLE PROTEIN,Q96CG8,, Collagen triple helix repeat-containing protein 1 (CTHR1_HUMAN),8,CTHRC1,14.40,false,3.00,4.00,0.00,1447.00,26.21,100.00,true
