Entry	Topological domain	Transmembrane
Q5VSG8	TOPO_DOM 1..8;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 30..457;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 9..29;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q9HBG7	TOPO_DOM 48..454;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 477..655;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 455..476;  /note="Helical";  /evidence="ECO:0000255"
P31785	TOPO_DOM 23..262;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 284..369;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 263..283;  /note="Helical";  /evidence="ECO:0000255"
P01854		
Q9P2E8		TRANSMEM 238..258;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 272..292;  /note="Helical";  /evidence="ECO:0000255"
Q9H992		
P01834		
Q12894		
Q9NR34	TOPO_DOM 1..22;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 44..630;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 23..43;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
P16109	TOPO_DOM 42..771;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 796..830;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 772..795;  /note="Helical";  /evidence="ECO:0000255"
Q8NA82		
A6NNE9		TRANSMEM 245..265;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 278..298;  /note="Helical";  /evidence="ECO:0000255"
P49641	TOPO_DOM 1..5;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 27..796;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 6..26;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q9NX58		
A2RUH7		
Q9P0L2		
Q8IX19	TOPO_DOM 1..85;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 107..187;  /note="Extracellular";  /evidence="ECO:0000255"	TRANSMEM 86..106;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
O00754		
Q8N1E2		
Q86SG7		
Q9Y2E5		
Q7KZI7		
P02686		
Q9NTJ4		
P27448		
P12980		
O43148		
Q96L34		
P0DP58		
Q4ZIN3		TRANSMEM 70..90;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 302..322;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 346..366;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 426..446;  /note="Helical";  /evidence="ECO:0000255"
Q9H9H5		
P07948		
Q3KQU3		
P28300		
Q8IWC1		
P48740		
O75608		
O15068		
O95372		
O00187		
O43708		
Q8N2G4		
P10911		
O43462	TOPO_DOM 1..3;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:10419520"; TOPO_DOM 25..74;  /note="Lumenal";  /evidence="ECO:0000305|PubMed:10419520"; TOPO_DOM 108..144;  /note="Lumenal";  /evidence="ECO:0000305|PubMed:10419520"; TOPO_DOM 252..446;  /note="Lumenal";  /evidence="ECO:0000305|PubMed:10419520"; TOPO_DOM 477..492;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 514..519;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 4..24;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 75..95;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 96..107;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 145..169;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 174..186;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 187..209;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 229..251;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 447..464;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 465..476;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 493..513;  /note="Helical";  /evidence="ECO:0000255"
Q6UWN5		
Q8N8E1		
Q6P0Q8		
Q86Y78		
Q6UX82		
O60307		
Q5VWZ2		
P41968	TOPO_DOM 1..37;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 64..75;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 101..118;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 141..160;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 182..186;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 211..245;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 269..277;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 302..323;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 38..63;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 76..100;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 119..140;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 161..181;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 187..210;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 246..268;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 278..301;  /note="Helical; Name=7";  /evidence="ECO:0000255"
O15021		
P32245	TOPO_DOM 1..43;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 70..81;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 107..123;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 146..165;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 187..191;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 216..248;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 272..280;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 305..332;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 44..69;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 82..106;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 124..145;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 166..186;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 192..215;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 249..271;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 281..304;  /note="Helical; Name=7";  /evidence="ECO:0000255"
Q86UE4	TOPO_DOM 1..48;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 70..582;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 49..69;  /note="Helical";  /evidence="ECO:0000255"
Q16048		
Q6ZN01		
Q9BQD1		
P33032	TOPO_DOM 1..37;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 62..73;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 98..114;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 139..155;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 180..186;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 212..239;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 266..273;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 298..325;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 38..61;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 74..97;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 115..138;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 156..179;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 187..211;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 240..265;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 274..297;  /note="Helical; Name=7";  /evidence="ECO:0000255"
O43325		
Q99705	TOPO_DOM 1..113;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 137..148;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 172..185;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 209..227;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 251..278;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 302..321;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 345..358;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 382..422;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 114..136;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 149..171;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 186..208;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 228..250;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 279..301;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 322..344;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 359..381;  /note="Helical; Name=7";  /evidence="ECO:0000255"
Q9NU23		
Q96EH3		
P23368		
Q6PJG2		
O60336		
Q16798		
Q9HD34		
A8MSI8		
Q9P267		
Q8N2S1		
Q8NDX9		
Q8IVG9		
P31273		
P09914		
P33908	TOPO_DOM 1..41;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 63..653;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 42..62;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
P09913		
Q9Y4Z0		
Q8NHY5		
O60476	TOPO_DOM 2..36;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 58..641;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 37..57;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q9NS73		
P62312		
Q8WV07		
Q6IAA8		
Q9UK45		
Q9Y2Q5		
O95777		
Q9UHA4		
Q9BRA0		
Q8N8F7		TRANSMEM 65..85;  /note="Helical";  /evidence="ECO:0000255"
Q8N112		TRANSMEM 97..117;  /note="Helical";  /evidence="ECO:0000255"
Q0VGL1		
P33241		
O43504		
Q8WWU7		
P38484	TOPO_DOM 28..247;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 269..337;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 248..268;  /note="Helical";  /evidence="ECO:0000255"
Q6UXX5		
Q8NA54		
P58062		
P13612	TOPO_DOM 35..977;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1002..1032;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 978..1001;  /note="Helical";  /evidence="ECO:0000255"
O75578	TOPO_DOM 23..1122;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1146..1167;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 1123..1145;  /note="Helical";  /evidence="ECO:0000255"
P14616	TOPO_DOM 747..921;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 944..1297;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 922..943;  /note="Helical";  /evidence="ECO:0000255"
Q15181		
P02763		
Q6ZW76		
Q69YH5		
P15848		
Q5SQI0		
Q9NWL6		
P11245		
Q96QS3		
O95260		
Q8TEP8		
Q86Y33		
P13637	TOPO_DOM 1..77;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 99..121;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 143..278;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 299..310;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 329..762;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 783..792;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 814..833;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 857..908;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 929..941;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 961..975;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 997..1013;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 78..98;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 122..142;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 279..298;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 311..328;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 763..782;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 793..813;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 834..856;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 909..928;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 942..960;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 976..996;  /note="Helical";  /evidence="ECO:0000255"
Q6XD76		
P20933		
P57739	TOPO_DOM 1..7;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 29..81;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 103..116;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 138..162;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 184..230;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 8..28;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 82..102;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 117..137;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 163..183;  /note="Helical";  /evidence="ECO:0000255"
Q9BV29		
Q502W7		
O75828		
Q8IXH8	TOPO_DOM 28..614;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 636..832;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 615..635;  /note="Helical";  /evidence="ECO:0000255"
Q13634	TOPO_DOM 54..608;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 637..790;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 609..636;  /note="Helical";  /evidence="ECO:0000255"
Q8N668		
Q5HYK3		
P10176	TOPO_DOM 26..36;  /note="Mitochondrial matrix";  /evidence="ECO:0000269|PubMed:30030519"; TOPO_DOM 61..69;  /note="Mitochondrial intermembrane";  /evidence="ECO:0000269|PubMed:30030519"	TRANSMEM 37..60;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:P10175"
P09919		
Q9Y5P2		
Q6ZST2		
P0DMV1		
Q9NTM9		
P04839	TOPO_DOM 2..8;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 30..48;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 70..102;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 124..169;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 191..200;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 222..261;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 283..570;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 9..29;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 49..69;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 103..123;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 170..190;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 201..221;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 262..282;  /note="Helical";  /evidence="ECO:0000255"
Q9GZR7		
Q6ZN54		
Q15828		
Q8NEP3		
O95466		
Q8WXU2		
O75937		
Q16760		
Q99615		
Q9H819		TRANSMEM 228..248;  /note="Helical";  /evidence="ECO:0000255"
P59910		
Q9Y4D2	TOPO_DOM 1..22;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 44..60;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 82..101;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 123..136;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 158..1042;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 23..43;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 61..81;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 102..122;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 137..157;  /note="Helical";  /evidence="ECO:0000255"
Q8IYX4		
Q5VTH9		
Q14353		
Q9BPX1		
Q8TEH3		
O75064		
O43583		
Q9UQ10		
Q9Y4J8		
P51452		
Q9HAF1		
Q08554	TOPO_DOM 135..691;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 715..894;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 692..714;  /note="Helical";  /evidence="ECO:0000255"
P40939		
Q9NYP3		
Q9NR33		
A8MWE9		
O43921		
Q8WWZ3		
Q5VTE0		
A6NNW6		
Q8N7U6		
Q5JVL4		
Q9BUP0		
Q96KT0		
Q6P179	TOPO_DOM 1..20;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 41..960;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 21..40;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q9BPY3		
Q8TC76		
Q96BH3		
Q17RN3		
Q96DN0		
Q9Y6I3		
Q8WUP2		
P12314	TOPO_DOM 16..292;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 314..374;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 293..313;  /note="Helical";  /evidence="ECO:0000255"
Q5MNV8		
Q14314		
Q96LL3		TRANSMEM 100..120;  /note="Helical";  /evidence="ECO:0000255"
Q8N539	TOPO_DOM 1..33;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 55..461;  /note="Extracellular";  /evidence="ECO:0000255"	TRANSMEM 34..54;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q7Z6J4		
Q92913		
P0DPI2		
Q9NPG1	TOPO_DOM 23..205;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 227..237;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 259..288;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 310..328;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 350..374;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 396..420;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 442..477;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 499..666;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 206..226;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 238..258;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 289..309;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 329..349;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 375..395;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 421..441;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 478..498;  /note="Helical; Name=7";  /evidence="ECO:0000255"
O15347		
P14866		
O75899	TOPO_DOM 42..483;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 505..522;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 544..551;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 573..597;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 619..654;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 676..691;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 713..720;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 742..941;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 484..504;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 523..543;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 552..572;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 598..618;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 655..675;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 692..712;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 721..741;  /note="Helical; Name=7";  /evidence="ECO:0000255"
P49356		
Q12952		
P32314		
Q08050		
Q9NU39		
Q8N6P7	TOPO_DOM 16..228;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 250..574;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 229..249;  /note="Helical";  /evidence="ECO:0000255"
Q92837		
O43638		
Q8NEG0		
Q8NA03		
Q17RS7		
O43681		
Q8WZA8		
P32019		
A6NNB3	TOPO_DOM 1..36;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 58..86;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 108..132;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:O88728, ECO:0000255"	TRANSMEM 37..57;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 87..107;  /note="Helical";  /evidence="ECO:0000255"
Q9BY32		
P05111		
P53990		
Q9NV31		
Q6UWN8		
Q53TQ3		
Q96P70		
Q1MX18		
Q12912	TOPO_DOM 1..495;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 517..555;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 496..516;  /note="Helical; Anchor for type IV membrane protein";  /evidence="ECO:0000255"
P05106	TOPO_DOM 27..718;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 742..788;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 719..741;  /note="Helical";  /evidence="ECO:0000255"
Q00978		
A6NK06		
Q15051		
Q8IXL9		
Q92551		
Q96RR4		
Q14204		
P51808		
O43812		
Q9H4A9		
Q86XF0		
P52803		
Q9C0D9		TRANSMEM 47..69;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 84..103;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 123..145;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 150..172;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 179..201;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 221..243;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 256..278;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 291..310;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 317..339;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 344..366;  /note="Helical";  /evidence="ECO:0000255"
Q9NQ30		
Q3ZM63		
P19235	TOPO_DOM 25..250;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 274..508;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 251..273;  /note="Helical";  /evidence="ECO:0000255"
Q6UWF9		
Q5JRC9		
P09038		
Q99518		TRANSMEM 510..530;  /note="Helical";  /evidence="ECO:0000255"
Q92636		
Q6PJQ5		
Q05932		
Q8TAE8		
P61952		
Q92538		
Q6ZS86		
P0CG33		
Q96EK6		
Q8NFN8	TOPO_DOM 1..47;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 69..86;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 108..118;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 140..164;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 186..222;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 244..257;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 279..288;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 310..814;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 48..68;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 87..107;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 119..139;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 165..185;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 223..243;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 258..278;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 289..309;  /note="Helical";  /evidence="ECO:0000255"
Q8N6U8	TOPO_DOM 1..30;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 52..64;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 86..101;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 124..143;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 165..190;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 212..269;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 291..306;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 328..529;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 31..51;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 65..85;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 102..123;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 144..164;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 191..211;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 270..290;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 307..327;  /note="Helical; Name=7";  /evidence="ECO:0000255"
Q9BVP2		
